,regYear,regMonth,salesVolume,province,model
27,2018,4,1183,安徽,af6f4f548684e14d
24,2018,1,800,安徽,b25c4e2e3856af22
25,2018,2,205,安徽,b25c4e2e3856af22
26,2018,3,592,安徽,b25c4e2e3856af22
27,2018,4,585,安徽,b25c4e2e3856af22
24,2018,1,84,安徽,b4be3a4917289c82
25,2018,2,85,安徽,b4be3a4917289c82
26,2018,3,131,安徽,b4be3a4917289c82
27,2018,4,132,安徽,b4be3a4917289c82
24,2018,1,218,安徽,bb9fbec9a2833839
25,2018,2,194,安徽,bb9fbec9a2833839
26,2018,3,321,安徽,bb9fbec9a2833839
27,2018,4,325,安徽,bb9fbec9a2833839
24,2018,1,421,安徽,c06a2a387c0ee510
25,2018,2,341,安徽,c06a2a387c0ee510
26,2018,3,453,安徽,c06a2a387c0ee510
27,2018,4,466,安徽,c06a2a387c0ee510
24,2018,1,1179,安徽,c6833cb891626c17
25,2018,2,674,安徽,c6833cb891626c17
26,2018,3,1174,安徽,c6833cb891626c17
27,2018,4,1184,安徽,c6833cb891626c17
24,2018,1,622,安徽,c6cd4e0e073f5ac2
25,2018,2,77,安徽,c6cd4e0e073f5ac2
26,2018,3,414,安徽,c6cd4e0e073f5ac2
27,2018,4,425,安徽,c6cd4e0e073f5ac2
24,2018,1,503,安徽,cc21c7e91a3b5a0c
25,2018,2,340,安徽,cc21c7e91a3b5a0c
26,2018,3,553,安徽,cc21c7e91a3b5a0c
27,2018,4,561,安徽,cc21c7e91a3b5a0c
24,2018,1,844,安徽,cd5841d44fd7625e
25,2018,2,491,安徽,cd5841d44fd7625e
26,2018,3,705,安徽,cd5841d44fd7625e
27,2018,4,721,安徽,cd5841d44fd7625e
24,2018,1,204,安徽,d0f245b8781e3631
25,2018,2,55,安徽,d0f245b8781e3631
26,2018,3,182,安徽,d0f245b8781e3631
27,2018,4,175,安徽,d0f245b8781e3631
24,2018,1,1094,安徽,d4efbebb087fd03f
25,2018,2,631,安徽,d4efbebb087fd03f
26,2018,3,933,安徽,d4efbebb087fd03f
27,2018,4,937,安徽,d4efbebb087fd03f
24,2018,1,385,安徽,da457d15788fe8ee
25,2018,2,254,安徽,da457d15788fe8ee
26,2018,3,373,安徽,da457d15788fe8ee
27,2018,4,379,安徽,da457d15788fe8ee
24,2018,1,280,安徽,dff803b4024d261d
25,2018,2,151,安徽,dff803b4024d261d
26,2018,3,240,安徽,dff803b4024d261d
27,2018,4,239,安徽,dff803b4024d261d
24,2018,1,910,安徽,ea489c253676aafc
25,2018,2,663,安徽,ea489c253676aafc
26,2018,3,1293,安徽,ea489c253676aafc
27,2018,4,1306,安徽,ea489c253676aafc
24,2018,1,433,安徽,ef76a85c4b39f693
25,2018,2,278,安徽,ef76a85c4b39f693
26,2018,3,473,安徽,ef76a85c4b39f693
27,2018,4,479,安徽,ef76a85c4b39f693
24,2018,1,119,安徽,f270f6a489c6a9d7
25,2018,2,127,安徽,f270f6a489c6a9d7
26,2018,3,92,安徽,f270f6a489c6a9d7
27,2018,4,85,安徽,f270f6a489c6a9d7
24,2018,1,174,安徽,f5d69960089c3614
25,2018,2,78,安徽,f5d69960089c3614
26,2018,3,114,安徽,f5d69960089c3614
27,2018,4,115,安徽,f5d69960089c3614
24,2018,1,679,安徽,f8a6975573af1b33
25,2018,2,482,安徽,f8a6975573af1b33
26,2018,3,708,安徽,f8a6975573af1b33
27,2018,4,729,安徽,f8a6975573af1b33
24,2018,1,551,安徽,fc32b1a017b34efe
25,2018,2,172,安徽,fc32b1a017b34efe
26,2018,3,428,安徽,fc32b1a017b34efe
27,2018,4,434,安徽,fc32b1a017b34efe
24,2018,1,372,安徽,fde95ea242abd896
25,2018,2,154,安徽,fde95ea242abd896
26,2018,3,355,安徽,fde95ea242abd896
27,2018,4,352,安徽,fde95ea242abd896
24,2018,1,1278,安徽,feabbf46658382b9
25,2018,2,449,安徽,feabbf46658382b9
26,2018,3,839,安徽,feabbf46658382b9
27,2018,4,857,安徽,feabbf46658382b9
24,2018,1,683,山东,02aab221aabc03b9
25,2018,2,431,山东,02aab221aabc03b9
26,2018,3,569,山东,02aab221aabc03b9
27,2018,4,573,山东,02aab221aabc03b9
24,2018,1,340,山东,04e66e578f653ab9
25,2018,2,261,山东,04e66e578f653ab9
26,2018,3,443,山东,04e66e578f653ab9
27,2018,4,455,山东,04e66e578f653ab9
24,2018,1,980,山东,06880909932890ca
25,2018,2,343,山东,06880909932890ca
26,2018,3,759,山东,06880909932890ca
27,2018,4,775,山东,06880909932890ca
24,2018,1,2726,山东,0797526c057dcf5b
25,2018,2,2133,山东,0797526c057dcf5b
26,2018,3,3644,山东,0797526c057dcf5b
27,2018,4,3682,山东,0797526c057dcf5b
24,2018,1,683,山东,12f8b7e14947c34d
25,2018,2,333,山东,12f8b7e14947c34d
26,2018,3,1130,山东,12f8b7e14947c34d
27,2018,4,1117,山东,12f8b7e14947c34d
24,2018,1,423,山东,17363f08d683d52b
25,2018,2,104,山东,17363f08d683d52b
26,2018,3,282,山东,17363f08d683d52b
27,2018,4,263,山东,17363f08d683d52b
24,2018,1,4466,山东,17bc272c93f19d56
25,2018,2,2967,山东,17bc272c93f19d56
26,2018,3,3292,山东,17bc272c93f19d56
27,2018,4,3219,山东,17bc272c93f19d56
24,2018,1,1209,山东,212083a9246d2fd3
25,2018,2,575,山东,212083a9246d2fd3
26,2018,3,1182,山东,212083a9246d2fd3
27,2018,4,1160,山东,212083a9246d2fd3
24,2018,1,1537,山东,28e29f2c03dcd84c
25,2018,2,996,山东,28e29f2c03dcd84c
26,2018,3,1517,山东,28e29f2c03dcd84c
27,2018,4,1529,山东,28e29f2c03dcd84c
24,2018,1,2321,山东,2a2ab41f8f6ff1cb
25,2018,2,1475,山东,2a2ab41f8f6ff1cb
26,2018,3,2653,山东,2a2ab41f8f6ff1cb
27,2018,4,2706,山东,2a2ab41f8f6ff1cb
24,2018,1,495,山东,2d0d2c3403909fdb
25,2018,2,313,山东,2d0d2c3403909fdb
26,2018,3,458,山东,2d0d2c3403909fdb
27,2018,4,463,山东,2d0d2c3403909fdb
24,2018,1,672,山东,346393c2c6305fb1
25,2018,2,159,山东,346393c2c6305fb1
26,2018,3,627,山东,346393c2c6305fb1
27,2018,4,596,山东,346393c2c6305fb1
24,2018,1,2129,山东,37aa9169b575ef79
25,2018,2,1852,山东,37aa9169b575ef79
26,2018,3,3503,山东,37aa9169b575ef79
27,2018,4,3459,山东,37aa9169b575ef79
24,2018,1,531,山东,3c974920a76ac9c1
25,2018,2,360,山东,3c974920a76ac9c1
26,2018,3,514,山东,3c974920a76ac9c1
27,2018,4,518,山东,3c974920a76ac9c1
24,2018,1,1188,山东,3d7554f1f56dd664
25,2018,2,1144,山东,3d7554f1f56dd664
26,2018,3,1643,山东,3d7554f1f56dd664
27,2018,4,1712,山东,3d7554f1f56dd664
24,2018,1,472,山东,3e21824be728cbec
25,2018,2,352,山东,3e21824be728cbec
26,2018,3,529,山东,3e21824be728cbec
27,2018,4,529,山东,3e21824be728cbec
24,2018,1,1770,山东,4a103c30d593fbbe
25,2018,2,1365,山东,4a103c30d593fbbe
26,2018,3,2895,山东,4a103c30d593fbbe
27,2018,4,2912,山东,4a103c30d593fbbe
24,2018,1,570,山东,4f79773e600518a6
25,2018,2,124,山东,4f79773e600518a6
26,2018,3,309,山东,4f79773e600518a6
27,2018,4,300,山东,4f79773e600518a6
24,2018,1,957,山东,54fc07138d70374c
25,2018,2,423,山东,54fc07138d70374c
26,2018,3,654,山东,54fc07138d70374c
27,2018,4,657,山东,54fc07138d70374c
24,2018,1,428,山东,5b1c11c3efed5312
25,2018,2,207,山东,5b1c11c3efed5312
26,2018,3,449,山东,5b1c11c3efed5312
27,2018,4,434,山东,5b1c11c3efed5312
24,2018,1,366,山东,5d7fb682edd0f937
25,2018,2,188,山东,5d7fb682edd0f937
26,2018,3,323,山东,5d7fb682edd0f937
27,2018,4,323,山东,5d7fb682edd0f937
24,2018,1,4633,山东,6155b214590c66e6
25,2018,2,2476,山东,6155b214590c66e6
26,2018,3,4594,山东,6155b214590c66e6
27,2018,4,4661,山东,6155b214590c66e6
24,2018,1,861,山东,61e73e32ad101892
25,2018,2,518,山东,61e73e32ad101892
26,2018,3,928,山东,61e73e32ad101892
27,2018,4,946,山东,61e73e32ad101892
24,2018,1,2473,山东,63065128401bb3ff
25,2018,2,1772,山东,63065128401bb3ff
26,2018,3,4427,山东,63065128401bb3ff
27,2018,4,4420,山东,63065128401bb3ff
24,2018,1,571,山东,6858d6dfe680bdf7
25,2018,2,387,山东,6858d6dfe680bdf7
26,2018,3,571,山东,6858d6dfe680bdf7
27,2018,4,578,山东,6858d6dfe680bdf7
24,2018,1,274,山东,7023efdab9cedc03
25,2018,2,127,山东,7023efdab9cedc03
26,2018,3,389,山东,7023efdab9cedc03
27,2018,4,383,山东,7023efdab9cedc03
24,2018,1,1746,山东,7245e0ee27b195cd
25,2018,2,975,山东,7245e0ee27b195cd
26,2018,3,1620,山东,7245e0ee27b195cd
27,2018,4,1609,山东,7245e0ee27b195cd
24,2018,1,3049,山东,79de4e4b24c35b04
25,2018,2,1798,山东,79de4e4b24c35b04
26,2018,3,2473,山东,79de4e4b24c35b04
27,2018,4,2564,山东,79de4e4b24c35b04
24,2018,1,1277,山东,7a7885e2d7c00bcf
25,2018,2,1353,山东,7a7885e2d7c00bcf
26,2018,3,2434,山东,7a7885e2d7c00bcf
27,2018,4,2464,山东,7a7885e2d7c00bcf
24,2018,1,423,山东,7aab7fca2470987e
25,2018,2,181,山东,7aab7fca2470987e
26,2018,3,275,山东,7aab7fca2470987e
27,2018,4,275,山东,7aab7fca2470987e
24,2018,1,3034,山东,7cf283430b3b5e38
25,2018,2,2347,山东,7cf283430b3b5e38
26,2018,3,4876,山东,7cf283430b3b5e38
27,2018,4,4933,山东,7cf283430b3b5e38
24,2018,1,3028,山东,8c915fe4632fb9fa
25,2018,2,1929,山东,8c915fe4632fb9fa
26,2018,3,2465,山东,8c915fe4632fb9fa
27,2018,4,2500,山东,8c915fe4632fb9fa
24,2018,1,1304,山东,936168bd4850913d
25,2018,2,823,山东,936168bd4850913d
26,2018,3,1205,山东,936168bd4850913d
27,2018,4,1229,山东,936168bd4850913d
24,2018,1,1243,山东,97f15de12cfabbd5
25,2018,2,695,山东,97f15de12cfabbd5
26,2018,3,1064,山东,97f15de12cfabbd5
27,2018,4,1067,山东,97f15de12cfabbd5
24,2018,1,1222,山东,9c1c7ee8ebdda299
25,2018,2,383,山东,9c1c7ee8ebdda299
26,2018,3,905,山东,9c1c7ee8ebdda299
27,2018,4,858,山东,9c1c7ee8ebdda299
24,2018,1,726,山东,a207df29ec9583f0
25,2018,2,448,山东,a207df29ec9583f0
26,2018,3,529,山东,a207df29ec9583f0
27,2018,4,536,山东,a207df29ec9583f0
24,2018,1,349,山东,a28bb927b6fcb33c
25,2018,2,300,山东,a28bb927b6fcb33c
26,2018,3,612,山东,a28bb927b6fcb33c
27,2018,4,624,山东,a28bb927b6fcb33c
24,2018,1,211,山东,a432c483b5beb856
25,2018,2,131,山东,a432c483b5beb856
26,2018,3,303,山东,a432c483b5beb856
27,2018,4,302,山东,a432c483b5beb856
24,2018,1,167,山东,a9a43d1a7ecbe75d
25,2018,2,79,山东,a9a43d1a7ecbe75d
26,2018,3,162,山东,a9a43d1a7ecbe75d
27,2018,4,164,山东,a9a43d1a7ecbe75d
24,2018,1,1128,山东,af6f4f548684e14d
25,2018,2,577,山东,af6f4f548684e14d
26,2018,3,1471,山东,af6f4f548684e14d
27,2018,4,1492,山东,af6f4f548684e14d
24,2018,1,793,山东,b25c4e2e3856af22
25,2018,2,370,山东,b25c4e2e3856af22
26,2018,3,874,山东,b25c4e2e3856af22
27,2018,4,859,山东,b25c4e2e3856af22
24,2018,1,133,山东,b4be3a4917289c82
25,2018,2,158,山东,b4be3a4917289c82
26,2018,3,237,山东,b4be3a4917289c82
27,2018,4,240,山东,b4be3a4917289c82
24,2018,1,444,山东,bb9fbec9a2833839
25,2018,2,389,山东,bb9fbec9a2833839
26,2018,3,616,山东,bb9fbec9a2833839
27,2018,4,626,山东,bb9fbec9a2833839
24,2018,1,1443,山东,c06a2a387c0ee510
25,2018,2,1223,山东,c06a2a387c0ee510
26,2018,3,1641,山东,c06a2a387c0ee510
27,2018,4,1693,山东,c06a2a387c0ee510
24,2018,1,865,山东,c6833cb891626c17
25,2018,2,548,山东,c6833cb891626c17
26,2018,3,1061,山东,c6833cb891626c17
27,2018,4,1101,山东,c6833cb891626c17
24,2018,1,-282,山东,c6cd4e0e073f5ac2
25,2018,2,-783,山东,c6cd4e0e073f5ac2
26,2018,3,-22,山东,c6cd4e0e073f5ac2
27,2018,4,-137,山东,c6cd4e0e073f5ac2
24,2018,1,648,山东,cc21c7e91a3b5a0c
25,2018,2,611,山东,cc21c7e91a3b5a0c
26,2018,3,943,山东,cc21c7e91a3b5a0c
27,2018,4,950,山东,cc21c7e91a3b5a0c
24,2018,1,2346,山东,cd5841d44fd7625e
25,2018,2,1385,山东,cd5841d44fd7625e
26,2018,3,2141,山东,cd5841d44fd7625e
27,2018,4,2173,山东,cd5841d44fd7625e
24,2018,1,422,山东,d0f245b8781e3631
25,2018,2,89,山东,d0f245b8781e3631
26,2018,3,330,山东,d0f245b8781e3631
27,2018,4,300,山东,d0f245b8781e3631
24,2018,1,2318,山东,d4efbebb087fd03f
25,2018,2,1471,山东,d4efbebb087fd03f
26,2018,3,2372,山东,d4efbebb087fd03f
27,2018,4,2388,山东,d4efbebb087fd03f
24,2018,1,730,山东,da457d15788fe8ee
25,2018,2,385,山东,da457d15788fe8ee
26,2018,3,657,山东,da457d15788fe8ee
27,2018,4,662,山东,da457d15788fe8ee
24,2018,1,871,山东,dff803b4024d261d
25,2018,2,620,山东,dff803b4024d261d
26,2018,3,946,山东,dff803b4024d261d
27,2018,4,968,山东,dff803b4024d261d
24,2018,1,3187,山东,ea489c253676aafc
25,2018,2,2411,山东,ea489c253676aafc
26,2018,3,4741,山东,ea489c253676aafc
27,2018,4,4784,山东,ea489c253676aafc
24,2018,1,534,山东,ef76a85c4b39f693
25,2018,2,416,山东,ef76a85c4b39f693
26,2018,3,683,山东,ef76a85c4b39f693
27,2018,4,688,山东,ef76a85c4b39f693
24,2018,1,410,山东,f270f6a489c6a9d7
25,2018,2,302,山东,f270f6a489c6a9d7
26,2018,3,294,山东,f270f6a489c6a9d7
27,2018,4,261,山东,f270f6a489c6a9d7
24,2018,1,264,山东,f5d69960089c3614
25,2018,2,162,山东,f5d69960089c3614
26,2018,3,282,山东,f5d69960089c3614
27,2018,4,285,山东,f5d69960089c3614
24,2018,1,494,山东,f8a6975573af1b33
25,2018,2,313,山东,f8a6975573af1b33
26,2018,3,523,山东,f8a6975573af1b33
27,2018,4,549,山东,f8a6975573af1b33
24,2018,1,741,山东,fc32b1a017b34efe
25,2018,2,301,山东,fc32b1a017b34efe
26,2018,3,864,山东,fc32b1a017b34efe
27,2018,4,875,山东,fc32b1a017b34efe
24,2018,1,606,山东,fde95ea242abd896
25,2018,2,459,山东,fde95ea242abd896
26,2018,3,863,山东,fde95ea242abd896
27,2018,4,871,山东,fde95ea242abd896
24,2018,1,1295,山东,feabbf46658382b9
25,2018,2,702,山东,feabbf46658382b9
26,2018,3,1346,山东,feabbf46658382b9
27,2018,4,1375,山东,feabbf46658382b9
24,2018,1,151,山西,02aab221aabc03b9
25,2018,2,116,山西,02aab221aabc03b9
26,2018,3,144,山西,02aab221aabc03b9
27,2018,4,146,山西,02aab221aabc03b9
24,2018,1,71,山西,04e66e578f653ab9
25,2018,2,53,山西,04e66e578f653ab9
26,2018,3,100,山西,04e66e578f653ab9
27,2018,4,102,山西,04e66e578f653ab9
24,2018,1,117,山西,06880909932890ca
25,2018,2,57,山西,06880909932890ca
26,2018,3,159,山西,06880909932890ca
27,2018,4,155,山西,06880909932890ca
24,2018,1,1078,山西,0797526c057dcf5b
25,2018,2,939,山西,0797526c057dcf5b
26,2018,3,1548,山西,0797526c057dcf5b
27,2018,4,1588,山西,0797526c057dcf5b
24,2018,1,144,山西,12f8b7e14947c34d
25,2018,2,97,山西,12f8b7e14947c34d
26,2018,3,316,山西,12f8b7e14947c34d
27,2018,4,319,山西,12f8b7e14947c34d
24,2018,1,29,山西,17363f08d683d52b
25,2018,2,-12,山西,17363f08d683d52b
26,2018,3,15,山西,17363f08d683d52b
27,2018,4,10,山西,17363f08d683d52b
24,2018,1,2309,山西,17bc272c93f19d56
25,2018,2,1550,山西,17bc272c93f19d56
26,2018,3,1709,山西,17bc272c93f19d56
27,2018,4,1719,山西,17bc272c93f19d56
24,2018,1,397,山西,212083a9246d2fd3
25,2018,2,254,山西,212083a9246d2fd3
26,2018,3,364,山西,212083a9246d2fd3
27,2018,4,368,山西,212083a9246d2fd3
24,2018,1,1013,山西,28e29f2c03dcd84c
25,2018,2,541,山西,28e29f2c03dcd84c
26,2018,3,854,山西,28e29f2c03dcd84c
27,2018,4,849,山西,28e29f2c03dcd84c
24,2018,1,733,山西,2a2ab41f8f6ff1cb
25,2018,2,513,山西,2a2ab41f8f6ff1cb
26,2018,3,845,山西,2a2ab41f8f6ff1cb
27,2018,4,873,山西,2a2ab41f8f6ff1cb
24,2018,1,206,山西,2d0d2c3403909fdb
25,2018,2,128,山西,2d0d2c3403909fdb
26,2018,3,192,山西,2d0d2c3403909fdb
27,2018,4,195,山西,2d0d2c3403909fdb
24,2018,1,272,山西,346393c2c6305fb1
25,2018,2,190,山西,346393c2c6305fb1
26,2018,3,301,山西,346393c2c6305fb1
27,2018,4,306,山西,346393c2c6305fb1
24,2018,1,894,山西,37aa9169b575ef79
25,2018,2,671,山西,37aa9169b575ef79
26,2018,3,1402,山西,37aa9169b575ef79
27,2018,4,1411,山西,37aa9169b575ef79
24,2018,1,260,山西,3c974920a76ac9c1
25,2018,2,159,山西,3c974920a76ac9c1
26,2018,3,219,山西,3c974920a76ac9c1
27,2018,4,219,山西,3c974920a76ac9c1
24,2018,1,429,山西,3d7554f1f56dd664
25,2018,2,377,山西,3d7554f1f56dd664
26,2018,3,564,山西,3d7554f1f56dd664
27,2018,4,578,山西,3d7554f1f56dd664
24,2018,1,49,山西,3e21824be728cbec
25,2018,2,6,山西,3e21824be728cbec
26,2018,3,89,山西,3e21824be728cbec
27,2018,4,82,山西,3e21824be728cbec
24,2018,1,513,山西,4a103c30d593fbbe
25,2018,2,381,山西,4a103c30d593fbbe
26,2018,3,883,山西,4a103c30d593fbbe
27,2018,4,892,山西,4a103c30d593fbbe
24,2018,1,134,山西,4f79773e600518a6
25,2018,2,53,山西,4f79773e600518a6
26,2018,3,79,山西,4f79773e600518a6
27,2018,4,76,山西,4f79773e600518a6
24,2018,1,222,山西,54fc07138d70374c
25,2018,2,123,山西,54fc07138d70374c
26,2018,3,153,山西,54fc07138d70374c
27,2018,4,154,山西,54fc07138d70374c
24,2018,1,122,山西,5b1c11c3efed5312
25,2018,2,53,山西,5b1c11c3efed5312
26,2018,3,114,山西,5b1c11c3efed5312
27,2018,4,112,山西,5b1c11c3efed5312
24,2018,1,125,山西,5d7fb682edd0f937
25,2018,2,69,山西,5d7fb682edd0f937
26,2018,3,104,山西,5d7fb682edd0f937
27,2018,4,106,山西,5d7fb682edd0f937
24,2018,1,1084,山西,6155b214590c66e6
25,2018,2,701,山西,6155b214590c66e6
26,2018,3,1237,山西,6155b214590c66e6
27,2018,4,1275,山西,6155b214590c66e6
24,2018,1,350,山西,61e73e32ad101892
25,2018,2,194,山西,61e73e32ad101892
26,2018,3,365,山西,61e73e32ad101892
27,2018,4,371,山西,61e73e32ad101892
24,2018,1,1079,山西,63065128401bb3ff
25,2018,2,888,山西,63065128401bb3ff
26,2018,3,1950,山西,63065128401bb3ff
27,2018,4,1991,山西,63065128401bb3ff
24,2018,1,82,山西,6858d6dfe680bdf7
25,2018,2,89,山西,6858d6dfe680bdf7
26,2018,3,100,山西,6858d6dfe680bdf7
27,2018,4,102,山西,6858d6dfe680bdf7
24,2018,1,42,山西,7023efdab9cedc03
25,2018,2,36,山西,7023efdab9cedc03
26,2018,3,78,山西,7023efdab9cedc03
27,2018,4,80,山西,7023efdab9cedc03
24,2018,1,1010,山西,7245e0ee27b195cd
25,2018,2,753,山西,7245e0ee27b195cd
26,2018,3,1076,山西,7245e0ee27b195cd
27,2018,4,1123,山西,7245e0ee27b195cd
24,2018,1,843,山西,79de4e4b24c35b04
25,2018,2,533,山西,79de4e4b24c35b04
26,2018,3,740,山西,79de4e4b24c35b04
27,2018,4,741,山西,79de4e4b24c35b04
24,2018,1,162,山西,7a7885e2d7c00bcf
25,2018,2,213,山西,7a7885e2d7c00bcf
26,2018,3,325,山西,7a7885e2d7c00bcf
27,2018,4,326,山西,7a7885e2d7c00bcf
24,2018,1,112,山西,7aab7fca2470987e
25,2018,2,73,山西,7aab7fca2470987e
26,2018,3,91,山西,7aab7fca2470987e
27,2018,4,91,山西,7aab7fca2470987e
24,2018,1,712,山西,7cf283430b3b5e38
25,2018,2,664,山西,7cf283430b3b5e38
26,2018,3,1264,山西,7cf283430b3b5e38
27,2018,4,1283,山西,7cf283430b3b5e38
24,2018,1,1106,山西,8c915fe4632fb9fa
25,2018,2,754,山西,8c915fe4632fb9fa
26,2018,3,968,山西,8c915fe4632fb9fa
27,2018,4,989,山西,8c915fe4632fb9fa
24,2018,1,479,山西,936168bd4850913d
25,2018,2,387,山西,936168bd4850913d
26,2018,3,513,山西,936168bd4850913d
27,2018,4,519,山西,936168bd4850913d
24,2018,1,387,山西,97f15de12cfabbd5
25,2018,2,296,山西,97f15de12cfabbd5
26,2018,3,449,山西,97f15de12cfabbd5
27,2018,4,455,山西,97f15de12cfabbd5
24,2018,1,652,山西,9c1c7ee8ebdda299
25,2018,2,267,山西,9c1c7ee8ebdda299
26,2018,3,679,山西,9c1c7ee8ebdda299
27,2018,4,666,山西,9c1c7ee8ebdda299
24,2018,1,205,山西,a207df29ec9583f0
25,2018,2,136,山西,a207df29ec9583f0
26,2018,3,161,山西,a207df29ec9583f0
27,2018,4,164,山西,a207df29ec9583f0
24,2018,1,156,山西,a28bb927b6fcb33c
25,2018,2,129,山西,a28bb927b6fcb33c
26,2018,3,247,山西,a28bb927b6fcb33c
27,2018,4,249,山西,a28bb927b6fcb33c
24,2018,1,47,山西,a432c483b5beb856
25,2018,2,37,山西,a432c483b5beb856
26,2018,3,120,山西,a432c483b5beb856
27,2018,4,117,山西,a432c483b5beb856
24,2018,1,44,山西,a9a43d1a7ecbe75d
25,2018,2,28,山西,a9a43d1a7ecbe75d
26,2018,3,36,山西,a9a43d1a7ecbe75d
27,2018,4,38,山西,a9a43d1a7ecbe75d
24,2018,1,445,山西,af6f4f548684e14d
25,2018,2,318,山西,af6f4f548684e14d
26,2018,3,515,山西,af6f4f548684e14d
27,2018,4,524,山西,af6f4f548684e14d
24,2018,1,93,山西,b25c4e2e3856af22
25,2018,2,-25,山西,b25c4e2e3856af22
26,2018,3,51,山西,b25c4e2e3856af22
27,2018,4,37,山西,b25c4e2e3856af22
24,2018,1,19,山西,b4be3a4917289c82
25,2018,2,13,山西,b4be3a4917289c82
26,2018,3,33,山西,b4be3a4917289c82
27,2018,4,33,山西,b4be3a4917289c82
24,2018,1,78,山西,bb9fbec9a2833839
25,2018,2,66,山西,bb9fbec9a2833839
26,2018,3,154,山西,bb9fbec9a2833839
27,2018,4,155,山西,bb9fbec9a2833839
24,2018,1,332,山西,c06a2a387c0ee510
25,2018,2,291,山西,c06a2a387c0ee510
26,2018,3,397,山西,c06a2a387c0ee510
27,2018,4,410,山西,c06a2a387c0ee510
24,2018,1,234,山西,c6833cb891626c17
25,2018,2,144,山西,c6833cb891626c17
26,2018,3,291,山西,c6833cb891626c17
27,2018,4,289,山西,c6833cb891626c17
24,2018,1,204,山西,c6cd4e0e073f5ac2
25,2018,2,4,山西,c6cd4e0e073f5ac2
26,2018,3,247,山西,c6cd4e0e073f5ac2
27,2018,4,233,山西,c6cd4e0e073f5ac2
24,2018,1,300,山西,cc21c7e91a3b5a0c
25,2018,2,268,山西,cc21c7e91a3b5a0c
26,2018,3,395,山西,cc21c7e91a3b5a0c
27,2018,4,403,山西,cc21c7e91a3b5a0c
24,2018,1,523,山西,cd5841d44fd7625e
25,2018,2,411,山西,cd5841d44fd7625e
26,2018,3,515,山西,cd5841d44fd7625e
27,2018,4,520,山西,cd5841d44fd7625e
24,2018,1,179,山西,d0f245b8781e3631
25,2018,2,78,山西,d0f245b8781e3631
26,2018,3,180,山西,d0f245b8781e3631
27,2018,4,178,山西,d0f245b8781e3631
24,2018,1,1028,山西,d4efbebb087fd03f
25,2018,2,638,山西,d4efbebb087fd03f
26,2018,3,1182,山西,d4efbebb087fd03f
27,2018,4,1205,山西,d4efbebb087fd03f
24,2018,1,144,山西,da457d15788fe8ee
25,2018,2,68,山西,da457d15788fe8ee
26,2018,3,166,山西,da457d15788fe8ee
27,2018,4,167,山西,da457d15788fe8ee
24,2018,1,216,山西,dff803b4024d261d
25,2018,2,123,山西,dff803b4024d261d
26,2018,3,209,山西,dff803b4024d261d
27,2018,4,216,山西,dff803b4024d261d
24,2018,1,1617,山西,ea489c253676aafc
25,2018,2,1043,山西,ea489c253676aafc
26,2018,3,2180,山西,ea489c253676aafc
27,2018,4,2213,山西,ea489c253676aafc
24,2018,1,121,山西,ef76a85c4b39f693
25,2018,2,87,山西,ef76a85c4b39f693
26,2018,3,150,山西,ef76a85c4b39f693
27,2018,4,153,山西,ef76a85c4b39f693
24,2018,1,130,山西,f270f6a489c6a9d7
25,2018,2,81,山西,f270f6a489c6a9d7
26,2018,3,95,山西,f270f6a489c6a9d7
27,2018,4,91,山西,f270f6a489c6a9d7
24,2018,1,56,山西,f5d69960089c3614
25,2018,2,30,山西,f5d69960089c3614
26,2018,3,49,山西,f5d69960089c3614
27,2018,4,50,山西,f5d69960089c3614
24,2018,1,70,山西,f8a6975573af1b33
25,2018,2,53,山西,f8a6975573af1b33
26,2018,3,66,山西,f8a6975573af1b33
27,2018,4,67,山西,f8a6975573af1b33
24,2018,1,836,山西,fc32b1a017b34efe
25,2018,2,640,山西,fc32b1a017b34efe
26,2018,3,1106,山西,fc32b1a017b34efe
27,2018,4,1123,山西,fc32b1a017b34efe
24,2018,1,195,山西,fde95ea242abd896
25,2018,2,155,山西,fde95ea242abd896
26,2018,3,301,山西,fde95ea242abd896
27,2018,4,302,山西,fde95ea242abd896
24,2018,1,668,山西,feabbf46658382b9
25,2018,2,466,山西,feabbf46658382b9
26,2018,3,831,山西,feabbf46658382b9
27,2018,4,844,山西,feabbf46658382b9
24,2018,1,1382,广东,02aab221aabc03b9
25,2018,2,1025,广东,02aab221aabc03b9
26,2018,3,1319,广东,02aab221aabc03b9
27,2018,4,1337,广东,02aab221aabc03b9
24,2018,1,141,广东,04e66e578f653ab9
25,2018,2,93,广东,04e66e578f653ab9
26,2018,3,175,广东,04e66e578f653ab9
27,2018,4,178,广东,04e66e578f653ab9
24,2018,1,1079,广东,06880909932890ca
25,2018,2,556,广东,06880909932890ca
26,2018,3,1328,广东,06880909932890ca
27,2018,4,1369,广东,06880909932890ca
24,2018,1,7642,广东,0797526c057dcf5b
25,2018,2,6081,广东,0797526c057dcf5b
26,2018,3,12391,广东,0797526c057dcf5b
27,2018,4,12688,广东,0797526c057dcf5b
24,2018,1,164,广东,12f8b7e14947c34d
25,2018,2,156,广东,12f8b7e14947c34d
26,2018,3,319,广东,12f8b7e14947c34d
27,2018,4,321,广东,12f8b7e14947c34d
24,2018,1,35,广东,17363f08d683d52b
25,2018,2,-2,广东,17363f08d683d52b
26,2018,3,107,广东,17363f08d683d52b
27,2018,4,109,广东,17363f08d683d52b
