id,group,province,adcode,model,bodyType,regYear,regMonth,forecastVolum
1043,A,广东,440000,9c1c7ee8ebdda299,Sedan,2018,1,214
1044,A,广西,450000,9c1c7ee8ebdda299,Sedan,2018,1,253
1045,A,江苏,320000,9c1c7ee8ebdda299,Sedan,2018,1,337
1046,A,江西,360000,9c1c7ee8ebdda299,Sedan,2018,1,118
1047,A,河北,130000,9c1c7ee8ebdda299,Sedan,2018,1,1133
1048,A,河南,410000,9c1c7ee8ebdda299,Sedan,2018,1,944
1049,A,浙江,330000,9c1c7ee8ebdda299,Sedan,2018,1,471
1050,A,湖北,420000,9c1c7ee8ebdda299,Sedan,2018,1,209
1051,A,湖南,430000,9c1c7ee8ebdda299,Sedan,2018,1,238
1052,A,福建,350000,9c1c7ee8ebdda299,Sedan,2018,1,205
1053,A,辽宁,210000,9c1c7ee8ebdda299,Sedan,2018,1,461
1054,A,重庆,500000,9c1c7ee8ebdda299,Sedan,2018,1,55
1055,A,陕西,610000,9c1c7ee8ebdda299,Sedan,2018,1,219
1056,A,黑龙江,230000,9c1c7ee8ebdda299,Sedan,2018,1,282
1057,A,上海,310000,c6833cb891626c17,SUV,2018,1,348
1058,A,云南,530000,c6833cb891626c17,SUV,2018,1,477
1059,A,内蒙古,150000,c6833cb891626c17,SUV,2018,1,262
1060,A,北京,110000,c6833cb891626c17,SUV,2018,1,243
1061,A,四川,510000,c6833cb891626c17,SUV,2018,1,822
1062,A,安徽,340000,c6833cb891626c17,SUV,2018,1,1181
1063,A,山东,370000,c6833cb891626c17,SUV,2018,1,867
1064,A,山西,140000,c6833cb891626c17,SUV,2018,1,236
1065,A,广东,440000,c6833cb891626c17,SUV,2018,1,735
1066,A,广西,450000,c6833cb891626c17,SUV,2018,1,248
1067,A,江苏,320000,c6833cb891626c17,SUV,2018,1,1241
1068,A,江西,360000,c6833cb891626c17,SUV,2018,1,753
1069,A,河北,130000,c6833cb891626c17,SUV,2018,1,1004
1070,A,河南,410000,c6833cb891626c17,SUV,2018,1,1738
1071,A,浙江,330000,c6833cb891626c17,SUV,2018,1,1698
1072,A,湖北,420000,c6833cb891626c17,SUV,2018,1,794
1073,A,湖南,430000,c6833cb891626c17,SUV,2018,1,607
1074,A,福建,350000,c6833cb891626c17,SUV,2018,1,381
1075,A,辽宁,210000,c6833cb891626c17,SUV,2018,1,114
1076,A,重庆,500000,c6833cb891626c17,SUV,2018,1,321
1077,A,陕西,610000,c6833cb891626c17,SUV,2018,1,410
1078,A,黑龙江,230000,c6833cb891626c17,SUV,2018,1,59
1079,A,上海,310000,3e21824be728cbec,Hatchback,2018,1,354
1080,A,云南,530000,3e21824be728cbec,Hatchback,2018,1,171
1081,A,内蒙古,150000,3e21824be728cbec,Hatchback,2018,1,32
1082,A,北京,110000,3e21824be728cbec,Hatchback,2018,1,22
1083,A,四川,510000,3e21824be728cbec,Hatchback,2018,1,219
1084,A,安徽,340000,3e21824be728cbec,Hatchback,2018,1,265
1085,A,山东,370000,3e21824be728cbec,Hatchback,2018,1,474
1086,A,山西,140000,3e21824be728cbec,Hatchback,2018,1,51
1087,A,广东,440000,3e21824be728cbec,Hatchback,2018,1,375
1088,A,广西,450000,3e21824be728cbec,Hatchback,2018,1,102
1089,A,江苏,320000,3e21824be728cbec,Hatchback,2018,1,651
1090,A,江西,360000,3e21824be728cbec,Hatchback,2018,1,144
1091,A,河北,130000,3e21824be728cbec,Hatchback,2018,1,348
1092,A,河南,410000,3e21824be728cbec,Hatchback,2018,1,238
1093,A,浙江,330000,3e21824be728cbec,Hatchback,2018,1,321
1094,A,湖北,420000,3e21824be728cbec,Hatchback,2018,1,199
1095,A,湖南,430000,3e21824be728cbec,Hatchback,2018,1,112
1096,A,福建,350000,3e21824be728cbec,Hatchback,2018,1,169
1097,A,辽宁,210000,3e21824be728cbec,Hatchback,2018,1,22
1098,A,重庆,500000,3e21824be728cbec,Hatchback,2018,1,81
1099,A,陕西,610000,3e21824be728cbec,Hatchback,2018,1,93
1100,A,黑龙江,230000,3e21824be728cbec,Hatchback,2018,1,30
1123,A,上海,310000,f8a6975573af1b33,Sedan,2018,1,446
1124,A,云南,530000,f8a6975573af1b33,Sedan,2018,1,247
1125,A,内蒙古,150000,f8a6975573af1b33,Sedan,2018,1,52
1126,A,北京,110000,f8a6975573af1b33,Sedan,2018,1,17
1127,A,四川,510000,f8a6975573af1b33,Sedan,2018,1,711
1128,A,安徽,340000,f8a6975573af1b33,Sedan,2018,1,681
1129,A,山东,370000,f8a6975573af1b33,Sedan,2018,1,496
1130,A,山西,140000,f8a6975573af1b33,Sedan,2018,1,72
1131,A,广东,440000,f8a6975573af1b33,Sedan,2018,1,1402
1132,A,广西,450000,f8a6975573af1b33,Sedan,2018,1,233
1133,A,江苏,320000,f8a6975573af1b33,Sedan,2018,1,1256
1134,A,江西,360000,f8a6975573af1b33,Sedan,2018,1,380
1135,A,河北,130000,f8a6975573af1b33,Sedan,2018,1,395
1136,A,河南,410000,f8a6975573af1b33,Sedan,2018,1,578
1137,A,浙江,330000,f8a6975573af1b33,Sedan,2018,1,1005
1138,A,湖北,420000,f8a6975573af1b33,Sedan,2018,1,460
1139,A,湖南,430000,f8a6975573af1b33,Sedan,2018,1,415
1140,A,福建,350000,f8a6975573af1b33,Sedan,2018,1,613
1141,A,辽宁,210000,f8a6975573af1b33,Sedan,2018,1,69
1142,A,重庆,500000,f8a6975573af1b33,Sedan,2018,1,345
1143,A,陕西,610000,f8a6975573af1b33,Sedan,2018,1,189
1144,A,黑龙江,230000,f8a6975573af1b33,Sedan,2018,1,49
1145,A,上海,310000,54fc07138d70374c,SUV,2018,1,411
1146,A,云南,530000,54fc07138d70374c,SUV,2018,1,532
1147,A,内蒙古,150000,54fc07138d70374c,SUV,2018,1,292
1148,A,北京,110000,54fc07138d70374c,SUV,2018,1,553
1149,A,四川,510000,54fc07138d70374c,SUV,2018,1,952
1150,A,安徽,340000,54fc07138d70374c,SUV,2018,1,402
1151,A,山东,370000,54fc07138d70374c,SUV,2018,1,959
1152,A,山西,140000,54fc07138d70374c,SUV,2018,1,224
1153,A,广东,440000,54fc07138d70374c,SUV,2018,1,1612
1154,A,广西,450000,54fc07138d70374c,SUV,2018,1,285
1155,A,江苏,320000,54fc07138d70374c,SUV,2018,1,836
1156,A,江西,360000,54fc07138d70374c,SUV,2018,1,271
1157,A,河北,130000,54fc07138d70374c,SUV,2018,1,820
1158,A,河南,410000,54fc07138d70374c,SUV,2018,1,802
1159,A,浙江,330000,54fc07138d70374c,SUV,2018,1,544
1160,A,湖北,420000,54fc07138d70374c,SUV,2018,1,493
1161,A,湖南,430000,54fc07138d70374c,SUV,2018,1,521
1162,A,福建,350000,54fc07138d70374c,SUV,2018,1,339
1163,A,辽宁,210000,54fc07138d70374c,SUV,2018,1,246
1164,A,重庆,500000,54fc07138d70374c,SUV,2018,1,555
1165,A,陕西,610000,54fc07138d70374c,SUV,2018,1,362
1166,A,黑龙江,230000,54fc07138d70374c,SUV,2018,1,302
1167,A,上海,310000,212083a9246d2fd3,Sedan,2018,1,204
1168,A,云南,530000,212083a9246d2fd3,Sedan,2018,1,367
1169,A,内蒙古,150000,212083a9246d2fd3,Sedan,2018,1,292
1170,A,北京,110000,212083a9246d2fd3,Sedan,2018,1,82
1171,A,四川,510000,212083a9246d2fd3,Sedan,2018,1,998
1172,A,安徽,340000,212083a9246d2fd3,Sedan,2018,1,1509
1173,A,山东,370000,212083a9246d2fd3,Sedan,2018,1,1211
1174,A,山西,140000,212083a9246d2fd3,Sedan,2018,1,399
1175,A,广东,440000,212083a9246d2fd3,Sedan,2018,1,1146
1176,A,广西,450000,212083a9246d2fd3,Sedan,2018,1,632
1177,A,江苏,320000,212083a9246d2fd3,Sedan,2018,1,1406
1178,A,江西,360000,212083a9246d2fd3,Sedan,2018,1,655
1179,A,河北,130000,212083a9246d2fd3,Sedan,2018,1,1014
1180,A,河南,410000,212083a9246d2fd3,Sedan,2018,1,2414
1181,A,浙江,330000,212083a9246d2fd3,Sedan,2018,1,506
1182,A,湖北,420000,212083a9246d2fd3,Sedan,2018,1,705
1183,A,湖南,430000,212083a9246d2fd3,Sedan,2018,1,1126
1184,A,福建,350000,212083a9246d2fd3,Sedan,2018,1,574
1185,A,辽宁,210000,212083a9246d2fd3,Sedan,2018,1,160
1186,A,重庆,500000,212083a9246d2fd3,Sedan,2018,1,510
1187,A,陕西,610000,212083a9246d2fd3,Sedan,2018,1,854
1188,A,黑龙江,230000,212083a9246d2fd3,Sedan,2018,1,80
1189,A,上海,310000,4f79773e600518a6,SUV,2018,1,29
1190,A,云南,530000,4f79773e600518a6,SUV,2018,1,138
1191,A,内蒙古,150000,4f79773e600518a6,SUV,2018,1,281
1192,A,北京,110000,4f79773e600518a6,SUV,2018,1,9
1193,A,四川,510000,4f79773e600518a6,SUV,2018,1,279
1194,A,安徽,340000,4f79773e600518a6,SUV,2018,1,382
1195,A,山东,370000,4f79773e600518a6,SUV,2018,1,572
1196,A,山西,140000,4f79773e600518a6,SUV,2018,1,136
1197,A,广东,440000,4f79773e600518a6,SUV,2018,1,16
1198,A,广西,450000,4f79773e600518a6,SUV,2018,1,28
1199,A,江苏,320000,4f79773e600518a6,SUV,2018,1,90
1200,A,江西,360000,4f79773e600518a6,SUV,2018,1,222
1201,A,河北,130000,4f79773e600518a6,SUV,2018,1,302
1202,A,河南,410000,4f79773e600518a6,SUV,2018,1,543
1203,A,浙江,330000,4f79773e600518a6,SUV,2018,1,55
1204,A,湖北,420000,4f79773e600518a6,SUV,2018,1,361
1205,A,湖南,430000,4f79773e600518a6,SUV,2018,1,856
1206,A,福建,350000,4f79773e600518a6,SUV,2018,1,9
1207,A,辽宁,210000,4f79773e600518a6,SUV,2018,1,73
1208,A,重庆,500000,4f79773e600518a6,SUV,2018,1,167
1209,A,陕西,610000,4f79773e600518a6,SUV,2018,1,458
1210,A,黑龙江,230000,4f79773e600518a6,SUV,2018,1,83
1211,A,上海,310000,fc32b1a017b34efe,SUV,2018,1,106
1212,A,云南,530000,fc32b1a017b34efe,SUV,2018,1,434
1213,A,内蒙古,150000,fc32b1a017b34efe,SUV,2018,1,422
1214,A,北京,110000,fc32b1a017b34efe,SUV,2018,1,2
1215,A,四川,510000,fc32b1a017b34efe,SUV,2018,1,1309
1216,A,安徽,340000,fc32b1a017b34efe,SUV,2018,1,553
1217,A,山东,370000,fc32b1a017b34efe,SUV,2018,1,743
1218,A,山西,140000,fc32b1a017b34efe,SUV,2018,1,838
1219,A,广东,440000,fc32b1a017b34efe,SUV,2018,1,627
1220,A,广西,450000,fc32b1a017b34efe,SUV,2018,1,297
1221,A,江苏,320000,fc32b1a017b34efe,SUV,2018,1,703
1222,A,江西,360000,fc32b1a017b34efe,SUV,2018,1,479
1223,A,河北,130000,fc32b1a017b34efe,SUV,2018,1,1490
1224,A,河南,410000,fc32b1a017b34efe,SUV,2018,1,1283
1225,A,浙江,330000,fc32b1a017b34efe,SUV,2018,1,340
1226,A,湖北,420000,fc32b1a017b34efe,SUV,2018,1,426
1227,A,湖南,430000,fc32b1a017b34efe,SUV,2018,1,629
1228,A,福建,350000,fc32b1a017b34efe,SUV,2018,1,212
1229,A,辽宁,210000,fc32b1a017b34efe,SUV,2018,1,137
1230,A,重庆,500000,fc32b1a017b34efe,SUV,2018,1,572
1231,A,陕西,610000,fc32b1a017b34efe,SUV,2018,1,818
1232,A,黑龙江,230000,fc32b1a017b34efe,SUV,2018,1,107
1233,A,上海,310000,feabbf46658382b9,SUV,2018,1,448
1234,A,云南,530000,feabbf46658382b9,SUV,2018,1,1072
1235,A,内蒙古,150000,feabbf46658382b9,SUV,2018,1,925
1236,A,北京,110000,feabbf46658382b9,SUV,2018,1,326
1237,A,四川,510000,feabbf46658382b9,SUV,2018,1,2576
1238,A,安徽,340000,feabbf46658382b9,SUV,2018,1,1280
1239,A,山东,370000,feabbf46658382b9,SUV,2018,1,1297
1240,A,山西,140000,feabbf46658382b9,SUV,2018,1,670
1241,A,广东,440000,feabbf46658382b9,SUV,2018,1,1731
1242,A,广西,450000,feabbf46658382b9,SUV,2018,1,498
1243,A,江苏,320000,feabbf46658382b9,SUV,2018,1,1964
1244,A,江西,360000,feabbf46658382b9,SUV,2018,1,722
1245,A,河北,130000,feabbf46658382b9,SUV,2018,1,1593
1246,A,河南,410000,feabbf46658382b9,SUV,2018,1,2731
1247,A,浙江,330000,feabbf46658382b9,SUV,2018,1,1400
1248,A,湖北,420000,feabbf46658382b9,SUV,2018,1,1003
1249,A,湖南,430000,feabbf46658382b9,SUV,2018,1,1927
1250,A,福建,350000,feabbf46658382b9,SUV,2018,1,592
1251,A,辽宁,210000,feabbf46658382b9,SUV,2018,1,297
1252,A,重庆,500000,feabbf46658382b9,SUV,2018,1,2057
1253,A,陕西,610000,feabbf46658382b9,SUV,2018,1,1216
1254,A,黑龙江,230000,feabbf46658382b9,SUV,2018,1,271
1255,A,上海,310000,f270f6a489c6a9d7,MPV,2018,1,8
1256,A,云南,530000,f270f6a489c6a9d7,MPV,2018,1,1133
1257,A,内蒙古,150000,f270f6a489c6a9d7,MPV,2018,1,45
1258,A,北京,110000,f270f6a489c6a9d7,MPV,2018,1,54
1259,A,四川,510000,f270f6a489c6a9d7,MPV,2018,1,317
1260,A,安徽,340000,f270f6a489c6a9d7,MPV,2018,1,121
1261,A,山东,370000,f270f6a489c6a9d7,MPV,2018,1,412
1262,A,山西,140000,f270f6a489c6a9d7,MPV,2018,1,132
1263,A,广东,440000,f270f6a489c6a9d7,MPV,2018,1,89
1264,A,广西,450000,f270f6a489c6a9d7,MPV,2018,1,37
1265,A,江苏,320000,f270f6a489c6a9d7,MPV,2018,1,417
1266,A,江西,360000,f270f6a489c6a9d7,MPV,2018,1,73
1267,A,河北,130000,f270f6a489c6a9d7,MPV,2018,1,482
1268,A,河南,410000,f270f6a489c6a9d7,MPV,2018,1,577
1269,A,浙江,330000,f270f6a489c6a9d7,MPV,2018,1,120
1270,A,湖北,420000,f270f6a489c6a9d7,MPV,2018,1,294
1271,A,湖南,430000,f270f6a489c6a9d7,MPV,2018,1,235
1272,A,福建,350000,f270f6a489c6a9d7,MPV,2018,1,30
1273,A,辽宁,210000,f270f6a489c6a9d7,MPV,2018,1,126
1274,A,重庆,500000,f270f6a489c6a9d7,MPV,2018,1,298
1275,A,陕西,610000,f270f6a489c6a9d7,MPV,2018,1,102
1276,A,黑龙江,230000,f270f6a489c6a9d7,MPV,2018,1,4
1277,A,上海,310000,d0f245b8781e3631,Sedan,2018,1,29
1278,A,云南,530000,d0f245b8781e3631,Sedan,2018,1,169
1279,A,内蒙古,150000,d0f245b8781e3631,Sedan,2018,1,126
1280,A,北京,110000,d0f245b8781e3631,Sedan,2018,1,119
1281,A,四川,510000,d0f245b8781e3631,Sedan,2018,1,678
1282,A,安徽,340000,d0f245b8781e3631,Sedan,2018,1,206
1283,A,山东,370000,d0f245b8781e3631,Sedan,2018,1,424
1284,A,山西,140000,d0f245b8781e3631,Sedan,2018,1,181
1285,A,广东,440000,d0f245b8781e3631,Sedan,2018,1,274
1286,A,广西,450000,d0f245b8781e3631,Sedan,2018,1,249
1287,A,江苏,320000,d0f245b8781e3631,Sedan,2018,1,329
1288,A,江西,360000,d0f245b8781e3631,Sedan,2018,1,193
1289,A,河北,130000,d0f245b8781e3631,Sedan,2018,1,781
1290,A,河南,410000,d0f245b8781e3631,Sedan,2018,1,670
1291,A,浙江,330000,d0f245b8781e3631,Sedan,2018,1,132
1292,A,湖北,420000,d0f245b8781e3631,Sedan,2018,1,82
1293,A,湖南,430000,d0f245b8781e3631,Sedan,2018,1,356
1294,A,福建,350000,d0f245b8781e3631,Sedan,2018,1,121
1295,A,辽宁,210000,d0f245b8781e3631,Sedan,2018,1,30
1296,A,重庆,500000,d0f245b8781e3631,Sedan,2018,1,662
1297,A,陕西,610000,d0f245b8781e3631,Sedan,2018,1,516
1298,A,黑龙江,230000,d0f245b8781e3631,Sedan,2018,1,9
1299,A,上海,310000,c6cd4e0e073f5ac2,Sedan,2018,1,635
1300,A,云南,530000,c6cd4e0e073f5ac2,Sedan,2018,1,53
1301,A,内蒙古,150000,c6cd4e0e073f5ac2,Sedan,2018,1,120
1302,A,北京,110000,c6cd4e0e073f5ac2,Sedan,2018,1,28
1303,A,四川,510000,c6cd4e0e073f5ac2,Sedan,2018,1,174
1304,A,安徽,340000,c6cd4e0e073f5ac2,Sedan,2018,1,624
1305,A,山东,370000,c6cd4e0e073f5ac2,Sedan,2018,1,284
1306,A,山西,140000,c6cd4e0e073f5ac2,Sedan,2018,1,206
1307,A,广东,440000,c6cd4e0e073f5ac2,Sedan,2018,1,265
1308,A,广西,450000,c6cd4e0e073f5ac2,Sedan,2018,1,208
1309,A,江苏,320000,c6cd4e0e073f5ac2,Sedan,2018,1,504
1310,A,江西,360000,c6cd4e0e073f5ac2,Sedan,2018,1,492
1311,A,河北,130000,c6cd4e0e073f5ac2,Sedan,2018,1,169
1312,A,河南,410000,c6cd4e0e073f5ac2,Sedan,2018,1,774
1313,A,浙江,330000,c6cd4e0e073f5ac2,Sedan,2018,1,139
1314,A,湖北,420000,c6cd4e0e073f5ac2,Sedan,2018,1,346
1315,A,湖南,430000,c6cd4e0e073f5ac2,Sedan,2018,1,354
1316,A,福建,350000,c6cd4e0e073f5ac2,Sedan,2018,1,136
1317,A,辽宁,210000,c6cd4e0e073f5ac2,Sedan,2018,1,11
1318,A,重庆,500000,c6cd4e0e073f5ac2,Sedan,2018,1,21
1319,A,陕西,610000,c6cd4e0e073f5ac2,Sedan,2018,1,50
1320,A,黑龙江,230000,c6cd4e0e073f5ac2,Sedan,2018,1,10
1321,A,上海,310000,a9a43d1a7ecbe75d,SUV,2018,1,143
1322,A,云南,530000,a9a43d1a7ecbe75d,SUV,2018,1,159
1323,A,内蒙古,150000,a9a43d1a7ecbe75d,SUV,2018,1,88
1324,A,北京,110000,a9a43d1a7ecbe75d,SUV,2018,1,78
1325,A,四川,510000,a9a43d1a7ecbe75d,SUV,2018,1,343
1326,A,安徽,340000,a9a43d1a7ecbe75d,SUV,2018,1,269
1327,A,山东,370000,a9a43d1a7ecbe75d,SUV,2018,1,169
1328,A,山西,140000,a9a43d1a7ecbe75d,SUV,2018,1,46
1329,A,广东,440000,a9a43d1a7ecbe75d,SUV,2018,1,689
1330,A,广西,450000,a9a43d1a7ecbe75d,SUV,2018,1,302
1331,A,江苏,320000,a9a43d1a7ecbe75d,SUV,2018,1,464
1332,A,江西,360000,a9a43d1a7ecbe75d,SUV,2018,1,125
1333,A,河北,130000,a9a43d1a7ecbe75d,SUV,2018,1,137
1334,A,河南,410000,a9a43d1a7ecbe75d,SUV,2018,1,147
1335,A,浙江,330000,a9a43d1a7ecbe75d,SUV,2018,1,508
1336,A,湖北,420000,a9a43d1a7ecbe75d,SUV,2018,1,302
1337,A,湖南,430000,a9a43d1a7ecbe75d,SUV,2018,1,547
1338,A,福建,350000,a9a43d1a7ecbe75d,SUV,2018,1,165
1339,A,辽宁,210000,a9a43d1a7ecbe75d,SUV,2018,1,94
1340,A,重庆,500000,a9a43d1a7ecbe75d,SUV,2018,1,164
1341,A,陕西,610000,a9a43d1a7ecbe75d,SUV,2018,1,325
1342,A,黑龙江,230000,a9a43d1a7ecbe75d,SUV,2018,1,65
1343,A,上海,310000,3c974920a76ac9c1,SUV,2018,2,236
1344,A,云南,530000,3c974920a76ac9c1,SUV,2018,2,221
1345,A,内蒙古,150000,3c974920a76ac9c1,SUV,2018,2,129
1346,A,北京,110000,3c974920a76ac9c1,SUV,2018,2,430
1347,A,四川,510000,3c974920a76ac9c1,SUV,2018,2,258
1348,A,安徽,340000,3c974920a76ac9c1,SUV,2018,2,97
1349,A,山东,370000,3c974920a76ac9c1,SUV,2018,2,362
1350,A,山西,140000,3c974920a76ac9c1,SUV,2018,2,161
1351,A,广东,440000,3c974920a76ac9c1,SUV,2018,2,2174
1352,A,广西,450000,3c974920a76ac9c1,SUV,2018,2,280
1353,A,江苏,320000,3c974920a76ac9c1,SUV,2018,2,547
1354,A,江西,360000,3c974920a76ac9c1,SUV,2018,2,104
1355,A,河北,130000,3c974920a76ac9c1,SUV,2018,2,267
1356,A,河南,410000,3c974920a76ac9c1,SUV,2018,2,253
1357,A,浙江,330000,3c974920a76ac9c1,SUV,2018,2,564
1358,A,湖北,420000,3c974920a76ac9c1,SUV,2018,2,247
1359,A,湖南,430000,3c974920a76ac9c1,SUV,2018,2,199
1360,A,福建,350000,3c974920a76ac9c1,SUV,2018,2,202
1361,A,辽宁,210000,3c974920a76ac9c1,SUV,2018,2,601
1362,A,重庆,500000,3c974920a76ac9c1,SUV,2018,2,68
1363,A,陕西,610000,3c974920a76ac9c1,SUV,2018,2,284
1364,A,黑龙江,230000,3c974920a76ac9c1,SUV,2018,2,252
1365,A,上海,310000,3d7554f1f56dd664,Sedan,2018,2,378
1366,A,云南,530000,3d7554f1f56dd664,Sedan,2018,2,404
1367,A,内蒙古,150000,3d7554f1f56dd664,Sedan,2018,2,239
1368,A,北京,110000,3d7554f1f56dd664,Sedan,2018,2,357
1369,A,四川,510000,3d7554f1f56dd664,Sedan,2018,2,710
1370,A,安徽,340000,3d7554f1f56dd664,Sedan,2018,2,440
1371,A,山东,370000,3d7554f1f56dd664,Sedan,2018,2,1146
1372,A,山西,140000,3d7554f1f56dd664,Sedan,2018,2,379
1373,A,广东,440000,3d7554f1f56dd664,Sedan,2018,2,6955
1374,A,广西,450000,3d7554f1f56dd664,Sedan,2018,2,835
1375,A,江苏,320000,3d7554f1f56dd664,Sedan,2018,2,2072
1376,A,江西,360000,3d7554f1f56dd664,Sedan,2018,2,474
1377,A,河北,130000,3d7554f1f56dd664,Sedan,2018,2,895
1378,A,河南,410000,3d7554f1f56dd664,Sedan,2018,2,822
1379,A,浙江,330000,3d7554f1f56dd664,Sedan,2018,2,1752
1380,A,湖北,420000,3d7554f1f56dd664,Sedan,2018,2,730
1381,A,湖南,430000,3d7554f1f56dd664,Sedan,2018,2,634
1382,A,福建,350000,3d7554f1f56dd664,Sedan,2018,2,1284
1383,A,辽宁,210000,3d7554f1f56dd664,Sedan,2018,2,1711
1384,A,重庆,500000,3d7554f1f56dd664,Sedan,2018,2,301
1385,A,陕西,610000,3d7554f1f56dd664,Sedan,2018,2,416
1386,A,黑龙江,230000,3d7554f1f56dd664,Sedan,2018,2,803
1387,A,上海,310000,2d0d2c3403909fdb,SUV,2018,2,104
1388,A,云南,530000,2d0d2c3403909fdb,SUV,2018,2,266
1389,A,内蒙古,150000,2d0d2c3403909fdb,SUV,2018,2,203
1390,A,北京,110000,2d0d2c3403909fdb,SUV,2018,2,316
1391,A,四川,510000,2d0d2c3403909fdb,SUV,2018,2,300
1392,A,安徽,340000,2d0d2c3403909fdb,SUV,2018,2,105
1393,A,山东,370000,2d0d2c3403909fdb,SUV,2018,2,315
1394,A,山西,140000,2d0d2c3403909fdb,SUV,2018,2,130
1395,A,广东,440000,2d0d2c3403909fdb,SUV,2018,2,1454
1396,A,广西,450000,2d0d2c3403909fdb,SUV,2018,2,143
1397,A,江苏,320000,2d0d2c3403909fdb,SUV,2018,2,368
1398,A,江西,360000,2d0d2c3403909fdb,SUV,2018,2,97
1399,A,河北,130000,2d0d2c3403909fdb,SUV,2018,2,359
1400,A,河南,410000,2d0d2c3403909fdb,SUV,2018,2,260
1401,A,浙江,330000,2d0d2c3403909fdb,SUV,2018,2,347
1402,A,湖北,420000,2d0d2c3403909fdb,SUV,2018,2,233
1403,A,湖南,430000,2d0d2c3403909fdb,SUV,2018,2,183
1404,A,福建,350000,2d0d2c3403909fdb,SUV,2018,2,92
1405,A,辽宁,210000,2d0d2c3403909fdb,SUV,2018,2,416
1406,A,重庆,500000,2d0d2c3403909fdb,SUV,2018,2,132
1407,A,陕西,610000,2d0d2c3403909fdb,SUV,2018,2,243
1408,A,黑龙江,230000,2d0d2c3403909fdb,SUV,2018,2,163
1409,A,上海,310000,a28bb927b6fcb33c,Sedan,2018,2,93
1410,A,云南,530000,a28bb927b6fcb33c,Sedan,2018,2,247
1411,A,内蒙古,150000,a28bb927b6fcb33c,Sedan,2018,2,123
1412,A,北京,110000,a28bb927b6fcb33c,Sedan,2018,2,36
1413,A,四川,510000,a28bb927b6fcb33c,Sedan,2018,2,288
1414,A,安徽,340000,a28bb927b6fcb33c,Sedan,2018,2,188
1415,A,山东,370000,a28bb927b6fcb33c,Sedan,2018,2,302
1416,A,山西,140000,a28bb927b6fcb33c,Sedan,2018,2,131
1417,A,广东,440000,a28bb927b6fcb33c,Sedan,2018,2,2793
1418,A,广西,450000,a28bb927b6fcb33c,Sedan,2018,2,322
1419,A,江苏,320000,a28bb927b6fcb33c,Sedan,2018,2,925
1420,A,江西,360000,a28bb927b6fcb33c,Sedan,2018,2,246
1421,A,河北,130000,a28bb927b6fcb33c,Sedan,2018,2,435
1422,A,河南,410000,a28bb927b6fcb33c,Sedan,2018,2,467
1423,A,浙江,330000,a28bb927b6fcb33c,Sedan,2018,2,1233
1424,A,湖北,420000,a28bb927b6fcb33c,Sedan,2018,2,348
1425,A,湖南,430000,a28bb927b6fcb33c,Sedan,2018,2,407
1426,A,福建,350000,a28bb927b6fcb33c,Sedan,2018,2,499
1427,A,辽宁,210000,a28bb927b6fcb33c,Sedan,2018,2,341
1428,A,重庆,500000,a28bb927b6fcb33c,Sedan,2018,2,80
1429,A,陕西,610000,a28bb927b6fcb33c,Sedan,2018,2,187
1430,A,黑龙江,230000,a28bb927b6fcb33c,Sedan,2018,2,161
1431,A,上海,310000,17bc272c93f19d56,MPV,2018,2,186
1432,A,云南,530000,17bc272c93f19d56,MPV,2018,2,3138
1433,A,内蒙古,150000,17bc272c93f19d56,MPV,2018,2,583
1434,A,北京,110000,17bc272c93f19d56,MPV,2018,2,23
1435,A,四川,510000,17bc272c93f19d56,MPV,2018,2,1572
1436,A,安徽,340000,17bc272c93f19d56,MPV,2018,2,1798
1437,A,山东,370000,17bc272c93f19d56,MPV,2018,2,2969
1438,A,山西,140000,17bc272c93f19d56,MPV,2018,2,1552
1439,A,广东,440000,17bc272c93f19d56,MPV,2018,2,1797
1440,A,广西,450000,17bc272c93f19d56,MPV,2018,2,1402
1441,A,江苏,320000,17bc272c93f19d56,MPV,2018,2,2545
1442,A,江西,360000,17bc272c93f19d56,MPV,2018,2,689
1443,A,河北,130000,17bc272c93f19d56,MPV,2018,2,4095
1444,A,河南,410000,17bc272c93f19d56,MPV,2018,2,3268
1445,A,浙江,330000,17bc272c93f19d56,MPV,2018,2,1873
1446,A,湖北,420000,17bc272c93f19d56,MPV,2018,2,1137
1447,A,湖南,430000,17bc272c93f19d56,MPV,2018,2,1250
1448,A,福建,350000,17bc272c93f19d56,MPV,2018,2,616
1449,A,辽宁,210000,17bc272c93f19d56,MPV,2018,2,1109
1450,A,重庆,500000,17bc272c93f19d56,MPV,2018,2,276
1451,A,陕西,610000,17bc272c93f19d56,MPV,2018,2,1330
1452,A,黑龙江,230000,17bc272c93f19d56,MPV,2018,2,508
1453,A,上海,310000,2a2ab41f8f6ff1cb,SUV,2018,2,221
1454,A,云南,530000,2a2ab41f8f6ff1cb,SUV,2018,2,517
1455,A,内蒙古,150000,2a2ab41f8f6ff1cb,SUV,2018,2,371
1456,A,北京,110000,2a2ab41f8f6ff1cb,SUV,2018,2,21
1457,A,四川,510000,2a2ab41f8f6ff1cb,SUV,2018,2,844
1458,A,安徽,340000,2a2ab41f8f6ff1cb,SUV,2018,2,913
1459,A,山东,370000,2a2ab41f8f6ff1cb,SUV,2018,2,1477
1460,A,山西,140000,2a2ab41f8f6ff1cb,SUV,2018,2,515
