,regYear,regMonth,popularity,province,model
24,2018,1,2027,安徽,54fc07138d70374c
25,2018,2,2284,安徽,54fc07138d70374c
26,2018,3,1637,安徽,54fc07138d70374c
27,2018,4,1617,安徽,54fc07138d70374c
24,2018,1,586,安徽,5b1c11c3efed5312
25,2018,2,643,安徽,5b1c11c3efed5312
26,2018,3,624,安徽,5b1c11c3efed5312
27,2018,4,541,安徽,5b1c11c3efed5312
24,2018,1,1464,安徽,5d7fb682edd0f937
25,2018,2,1544,安徽,5d7fb682edd0f937
26,2018,3,1946,安徽,5d7fb682edd0f937
27,2018,4,2022,安徽,5d7fb682edd0f937
24,2018,1,4687,安徽,6155b214590c66e6
25,2018,2,5063,安徽,6155b214590c66e6
26,2018,3,5125,安徽,6155b214590c66e6
27,2018,4,5101,安徽,6155b214590c66e6
24,2018,1,313,安徽,61e73e32ad101892
25,2018,2,365,安徽,61e73e32ad101892
26,2018,3,360,安徽,61e73e32ad101892
27,2018,4,368,安徽,61e73e32ad101892
24,2018,1,3936,安徽,63065128401bb3ff
25,2018,2,4357,安徽,63065128401bb3ff
26,2018,3,4047,安徽,63065128401bb3ff
27,2018,4,4123,安徽,63065128401bb3ff
24,2018,1,2821,安徽,6858d6dfe680bdf7
25,2018,2,3270,安徽,6858d6dfe680bdf7
26,2018,3,2711,安徽,6858d6dfe680bdf7
27,2018,4,2738,安徽,6858d6dfe680bdf7
24,2018,1,2108,安徽,7023efdab9cedc03
25,2018,2,2615,安徽,7023efdab9cedc03
26,2018,3,2311,安徽,7023efdab9cedc03
27,2018,4,2327,安徽,7023efdab9cedc03
24,2018,1,1966,安徽,7245e0ee27b195cd
25,2018,2,2096,安徽,7245e0ee27b195cd
26,2018,3,2356,安徽,7245e0ee27b195cd
27,2018,4,2422,安徽,7245e0ee27b195cd
24,2018,1,6923,安徽,79de4e4b24c35b04
25,2018,2,7682,安徽,79de4e4b24c35b04
26,2018,3,5778,安徽,79de4e4b24c35b04
27,2018,4,5750,安徽,79de4e4b24c35b04
24,2018,1,1008,安徽,7a7885e2d7c00bcf
25,2018,2,1280,安徽,7a7885e2d7c00bcf
26,2018,3,1398,安徽,7a7885e2d7c00bcf
27,2018,4,1409,安徽,7a7885e2d7c00bcf
24,2018,1,264,安徽,7aab7fca2470987e
25,2018,2,295,安徽,7aab7fca2470987e
26,2018,3,313,安徽,7aab7fca2470987e
27,2018,4,315,安徽,7aab7fca2470987e
24,2018,1,3572,安徽,7cf283430b3b5e38
25,2018,2,3837,安徽,7cf283430b3b5e38
26,2018,3,4131,安徽,7cf283430b3b5e38
27,2018,4,4192,安徽,7cf283430b3b5e38
24,2018,1,1597,安徽,8c915fe4632fb9fa
25,2018,2,1718,安徽,8c915fe4632fb9fa
26,2018,3,1809,安徽,8c915fe4632fb9fa
27,2018,4,1809,安徽,8c915fe4632fb9fa
24,2018,1,287,安徽,936168bd4850913d
25,2018,2,308,安徽,936168bd4850913d
26,2018,3,489,安徽,936168bd4850913d
27,2018,4,485,安徽,936168bd4850913d
24,2018,1,1725,安徽,97f15de12cfabbd5
25,2018,2,1955,安徽,97f15de12cfabbd5
26,2018,3,1796,安徽,97f15de12cfabbd5
27,2018,4,1814,安徽,97f15de12cfabbd5
24,2018,1,312,安徽,9c1c7ee8ebdda299
25,2018,2,325,安徽,9c1c7ee8ebdda299
26,2018,3,470,安徽,9c1c7ee8ebdda299
27,2018,4,443,安徽,9c1c7ee8ebdda299
24,2018,1,2085,安徽,a207df29ec9583f0
25,2018,2,2382,安徽,a207df29ec9583f0
26,2018,3,2630,安徽,a207df29ec9583f0
27,2018,4,2704,安徽,a207df29ec9583f0
24,2018,1,546,安徽,a28bb927b6fcb33c
25,2018,2,584,安徽,a28bb927b6fcb33c
26,2018,3,584,安徽,a28bb927b6fcb33c
27,2018,4,584,安徽,a28bb927b6fcb33c
24,2018,1,242,安徽,a432c483b5beb856
25,2018,2,296,安徽,a432c483b5beb856
26,2018,3,240,安徽,a432c483b5beb856
27,2018,4,236,安徽,a432c483b5beb856
24,2018,1,905,安徽,a9a43d1a7ecbe75d
25,2018,2,1002,安徽,a9a43d1a7ecbe75d
26,2018,3,1445,安徽,a9a43d1a7ecbe75d
27,2018,4,1489,安徽,a9a43d1a7ecbe75d
24,2018,1,2859,安徽,af6f4f548684e14d
25,2018,2,3204,安徽,af6f4f548684e14d
26,2018,3,2797,安徽,af6f4f548684e14d
27,2018,4,2810,安徽,af6f4f548684e14d
24,2018,1,2901,安徽,b25c4e2e3856af22
25,2018,2,3404,安徽,b25c4e2e3856af22
26,2018,3,3253,安徽,b25c4e2e3856af22
27,2018,4,3318,安徽,b25c4e2e3856af22
24,2018,1,4799,安徽,b4be3a4917289c82
25,2018,2,5454,安徽,b4be3a4917289c82
26,2018,3,5767,安徽,b4be3a4917289c82
27,2018,4,5814,安徽,b4be3a4917289c82
24,2018,1,4017,安徽,bb9fbec9a2833839
25,2018,2,4398,安徽,bb9fbec9a2833839
26,2018,3,4548,安徽,bb9fbec9a2833839
27,2018,4,4636,安徽,bb9fbec9a2833839
24,2018,1,1328,安徽,c06a2a387c0ee510
25,2018,2,1402,安徽,c06a2a387c0ee510
26,2018,3,1600,安徽,c06a2a387c0ee510
27,2018,4,1645,安徽,c06a2a387c0ee510
24,2018,1,1248,安徽,c6833cb891626c17
25,2018,2,1314,安徽,c6833cb891626c17
26,2018,3,1099,安徽,c6833cb891626c17
27,2018,4,1080,安徽,c6833cb891626c17
24,2018,1,428,安徽,c6cd4e0e073f5ac2
25,2018,2,475,安徽,c6cd4e0e073f5ac2
26,2018,3,410,安徽,c6cd4e0e073f5ac2
27,2018,4,399,安徽,c6cd4e0e073f5ac2
24,2018,1,1685,安徽,cc21c7e91a3b5a0c
25,2018,2,2021,安徽,cc21c7e91a3b5a0c
26,2018,3,1825,安徽,cc21c7e91a3b5a0c
27,2018,4,1843,安徽,cc21c7e91a3b5a0c
24,2018,1,1308,安徽,cd5841d44fd7625e
25,2018,2,1491,安徽,cd5841d44fd7625e
26,2018,3,1461,安徽,cd5841d44fd7625e
27,2018,4,1482,安徽,cd5841d44fd7625e
24,2018,1,310,安徽,d0f245b8781e3631
25,2018,2,287,安徽,d0f245b8781e3631
26,2018,3,615,安徽,d0f245b8781e3631
27,2018,4,555,安徽,d0f245b8781e3631
24,2018,1,25623,安徽,d4efbebb087fd03f
25,2018,2,26376,安徽,d4efbebb087fd03f
26,2018,3,44946,安徽,d4efbebb087fd03f
27,2018,4,45551,安徽,d4efbebb087fd03f
24,2018,1,5636,安徽,da457d15788fe8ee
25,2018,2,6040,安徽,da457d15788fe8ee
26,2018,3,6065,安徽,da457d15788fe8ee
27,2018,4,6241,安徽,da457d15788fe8ee
24,2018,1,356,安徽,dff803b4024d261d
25,2018,2,388,安徽,dff803b4024d261d
26,2018,3,431,安徽,dff803b4024d261d
27,2018,4,440,安徽,dff803b4024d261d
24,2018,1,1297,安徽,ea489c253676aafc
25,2018,2,1435,安徽,ea489c253676aafc
26,2018,3,1739,安徽,ea489c253676aafc
27,2018,4,1770,安徽,ea489c253676aafc
24,2018,1,6328,安徽,ef76a85c4b39f693
25,2018,2,7057,安徽,ef76a85c4b39f693
26,2018,3,6520,安徽,ef76a85c4b39f693
27,2018,4,6519,安徽,ef76a85c4b39f693
24,2018,1,3458,安徽,f270f6a489c6a9d7
25,2018,2,4735,安徽,f270f6a489c6a9d7
26,2018,3,3665,安徽,f270f6a489c6a9d7
27,2018,4,3833,安徽,f270f6a489c6a9d7
24,2018,1,2413,安徽,f5d69960089c3614
25,2018,2,2569,安徽,f5d69960089c3614
26,2018,3,2655,安徽,f5d69960089c3614
27,2018,4,2718,安徽,f5d69960089c3614
24,2018,1,3392,安徽,f8a6975573af1b33
25,2018,2,3965,安徽,f8a6975573af1b33
26,2018,3,2516,安徽,f8a6975573af1b33
27,2018,4,2503,安徽,f8a6975573af1b33
24,2018,1,887,安徽,fc32b1a017b34efe
25,2018,2,970,安徽,fc32b1a017b34efe
26,2018,3,910,安徽,fc32b1a017b34efe
27,2018,4,874,安徽,fc32b1a017b34efe
24,2018,1,1790,安徽,fde95ea242abd896
25,2018,2,2007,安徽,fde95ea242abd896
26,2018,3,1279,安徽,fde95ea242abd896
27,2018,4,1244,安徽,fde95ea242abd896
24,2018,1,5725,安徽,feabbf46658382b9
25,2018,2,5728,安徽,feabbf46658382b9
26,2018,3,3856,安徽,feabbf46658382b9
27,2018,4,3874,安徽,feabbf46658382b9
24,2018,1,1000,山东,02aab221aabc03b9
25,2018,2,1083,山东,02aab221aabc03b9
26,2018,3,1177,山东,02aab221aabc03b9
27,2018,4,1199,山东,02aab221aabc03b9
24,2018,1,2436,山东,04e66e578f653ab9
25,2018,2,1564,山东,04e66e578f653ab9
26,2018,3,1860,山东,04e66e578f653ab9
27,2018,4,1880,山东,04e66e578f653ab9
24,2018,1,1658,山东,06880909932890ca
25,2018,2,1968,山东,06880909932890ca
26,2018,3,1674,山东,06880909932890ca
27,2018,4,1667,山东,06880909932890ca
24,2018,1,2790,山东,0797526c057dcf5b
25,2018,2,3065,山东,0797526c057dcf5b
26,2018,3,2816,山东,0797526c057dcf5b
27,2018,4,2854,山东,0797526c057dcf5b
24,2018,1,3293,山东,12f8b7e14947c34d
25,2018,2,4528,山东,12f8b7e14947c34d
26,2018,3,4176,山东,12f8b7e14947c34d
27,2018,4,4175,山东,12f8b7e14947c34d
24,2018,1,3111,山东,17363f08d683d52b
25,2018,2,3611,山东,17363f08d683d52b
26,2018,3,2597,山东,17363f08d683d52b
27,2018,4,2429,山东,17363f08d683d52b
24,2018,1,10364,山东,17bc272c93f19d56
25,2018,2,11560,山东,17bc272c93f19d56
26,2018,3,7665,山东,17bc272c93f19d56
27,2018,4,7483,山东,17bc272c93f19d56
24,2018,1,3539,山东,212083a9246d2fd3
25,2018,2,4226,山东,212083a9246d2fd3
26,2018,3,3217,山东,212083a9246d2fd3
27,2018,4,3112,山东,212083a9246d2fd3
24,2018,1,1618,山东,28e29f2c03dcd84c
25,2018,2,1825,山东,28e29f2c03dcd84c
26,2018,3,1999,山东,28e29f2c03dcd84c
27,2018,4,2043,山东,28e29f2c03dcd84c
24,2018,1,17615,山东,2a2ab41f8f6ff1cb
25,2018,2,19257,山东,2a2ab41f8f6ff1cb
26,2018,3,21732,山东,2a2ab41f8f6ff1cb
27,2018,4,22529,山东,2a2ab41f8f6ff1cb
24,2018,1,2173,山东,2d0d2c3403909fdb
25,2018,2,2656,山东,2d0d2c3403909fdb
26,2018,3,2263,山东,2d0d2c3403909fdb
27,2018,4,2270,山东,2d0d2c3403909fdb
24,2018,1,715,山东,346393c2c6305fb1
25,2018,2,709,山东,346393c2c6305fb1
26,2018,3,882,山东,346393c2c6305fb1
27,2018,4,882,山东,346393c2c6305fb1
24,2018,1,4740,山东,37aa9169b575ef79
25,2018,2,5548,山东,37aa9169b575ef79
26,2018,3,4703,山东,37aa9169b575ef79
27,2018,4,4657,山东,37aa9169b575ef79
24,2018,1,2442,山东,3c974920a76ac9c1
25,2018,2,2900,山东,3c974920a76ac9c1
26,2018,3,1774,山东,3c974920a76ac9c1
27,2018,4,1697,山东,3c974920a76ac9c1
24,2018,1,4642,山东,3d7554f1f56dd664
25,2018,2,5556,山东,3d7554f1f56dd664
26,2018,3,4871,山东,3d7554f1f56dd664
27,2018,4,4995,山东,3d7554f1f56dd664
24,2018,1,2217,山东,3e21824be728cbec
25,2018,2,2644,山东,3e21824be728cbec
26,2018,3,2267,山东,3e21824be728cbec
27,2018,4,2236,山东,3e21824be728cbec
24,2018,1,5467,山东,4a103c30d593fbbe
25,2018,2,6748,山东,4a103c30d593fbbe
26,2018,3,6076,山东,4a103c30d593fbbe
27,2018,4,5977,山东,4a103c30d593fbbe
24,2018,1,1422,山东,4f79773e600518a6
25,2018,2,1921,山东,4f79773e600518a6
26,2018,3,1275,山东,4f79773e600518a6
27,2018,4,1207,山东,4f79773e600518a6
24,2018,1,4978,山东,54fc07138d70374c
25,2018,2,5916,山东,54fc07138d70374c
26,2018,3,4185,山东,54fc07138d70374c
27,2018,4,4138,山东,54fc07138d70374c
24,2018,1,305,山东,5b1c11c3efed5312
25,2018,2,608,山东,5b1c11c3efed5312
26,2018,3,312,山东,5b1c11c3efed5312
27,2018,4,174,山东,5b1c11c3efed5312
24,2018,1,2575,山东,5d7fb682edd0f937
25,2018,2,2863,山东,5d7fb682edd0f937
26,2018,3,3436,山东,5d7fb682edd0f937
27,2018,4,3498,山东,5d7fb682edd0f937
24,2018,1,9208,山东,6155b214590c66e6
25,2018,2,10558,山东,6155b214590c66e6
26,2018,3,10712,山东,6155b214590c66e6
27,2018,4,10709,山东,6155b214590c66e6
24,2018,1,1164,山东,61e73e32ad101892
25,2018,2,1391,山东,61e73e32ad101892
26,2018,3,1315,山东,61e73e32ad101892
27,2018,4,1344,山东,61e73e32ad101892
24,2018,1,5888,山东,63065128401bb3ff
25,2018,2,6557,山东,63065128401bb3ff
26,2018,3,6188,山东,63065128401bb3ff
27,2018,4,6287,山东,63065128401bb3ff
24,2018,1,4161,山东,6858d6dfe680bdf7
25,2018,2,4940,山东,6858d6dfe680bdf7
26,2018,3,3499,山东,6858d6dfe680bdf7
27,2018,4,3438,山东,6858d6dfe680bdf7
24,2018,1,3671,山东,7023efdab9cedc03
25,2018,2,3869,山东,7023efdab9cedc03
26,2018,3,3920,山东,7023efdab9cedc03
27,2018,4,3920,山东,7023efdab9cedc03
24,2018,1,5230,山东,7245e0ee27b195cd
25,2018,2,5517,山东,7245e0ee27b195cd
26,2018,3,5977,山东,7245e0ee27b195cd
27,2018,4,6134,山东,7245e0ee27b195cd
24,2018,1,14154,山东,79de4e4b24c35b04
25,2018,2,16607,山东,79de4e4b24c35b04
26,2018,3,10283,山东,79de4e4b24c35b04
27,2018,4,10449,山东,79de4e4b24c35b04
24,2018,1,1950,山东,7a7885e2d7c00bcf
25,2018,2,2543,山东,7a7885e2d7c00bcf
26,2018,3,2685,山东,7a7885e2d7c00bcf
27,2018,4,2707,山东,7a7885e2d7c00bcf
24,2018,1,1014,山东,7aab7fca2470987e
25,2018,2,1119,山东,7aab7fca2470987e
26,2018,3,1230,山东,7aab7fca2470987e
27,2018,4,1245,山东,7aab7fca2470987e
24,2018,1,6674,山东,7cf283430b3b5e38
25,2018,2,7823,山东,7cf283430b3b5e38
26,2018,3,7936,山东,7cf283430b3b5e38
27,2018,4,7957,山东,7cf283430b3b5e38
24,2018,1,3673,山东,8c915fe4632fb9fa
25,2018,2,4096,山东,8c915fe4632fb9fa
26,2018,3,3941,山东,8c915fe4632fb9fa
27,2018,4,3973,山东,8c915fe4632fb9fa
24,2018,1,117,山东,936168bd4850913d
25,2018,2,164,山东,936168bd4850913d
26,2018,3,228,山东,936168bd4850913d
27,2018,4,225,山东,936168bd4850913d
24,2018,1,4648,山东,97f15de12cfabbd5
25,2018,2,5502,山东,97f15de12cfabbd5
26,2018,3,4816,山东,97f15de12cfabbd5
27,2018,4,4845,山东,97f15de12cfabbd5
24,2018,1,685,山东,9c1c7ee8ebdda299
25,2018,2,998,山东,9c1c7ee8ebdda299
26,2018,3,1043,山东,9c1c7ee8ebdda299
27,2018,4,970,山东,9c1c7ee8ebdda299
24,2018,1,4118,山东,a207df29ec9583f0
25,2018,2,4778,山东,a207df29ec9583f0
26,2018,3,5061,山东,a207df29ec9583f0
27,2018,4,5162,山东,a207df29ec9583f0
24,2018,1,1134,山东,a28bb927b6fcb33c
25,2018,2,1265,山东,a28bb927b6fcb33c
26,2018,3,1226,山东,a28bb927b6fcb33c
27,2018,4,1226,山东,a28bb927b6fcb33c
24,2018,1,558,山东,a432c483b5beb856
25,2018,2,667,山东,a432c483b5beb856
26,2018,3,593,山东,a432c483b5beb856
27,2018,4,579,山东,a432c483b5beb856
24,2018,1,1643,山东,a9a43d1a7ecbe75d
25,2018,2,1696,山东,a9a43d1a7ecbe75d
26,2018,3,2578,山东,a9a43d1a7ecbe75d
27,2018,4,2688,山东,a9a43d1a7ecbe75d
24,2018,1,5795,山东,af6f4f548684e14d
25,2018,2,6568,山东,af6f4f548684e14d
26,2018,3,5354,山东,af6f4f548684e14d
27,2018,4,5368,山东,af6f4f548684e14d
24,2018,1,6120,山东,b25c4e2e3856af22
25,2018,2,7728,山东,b25c4e2e3856af22
26,2018,3,6191,山东,b25c4e2e3856af22
27,2018,4,6186,山东,b25c4e2e3856af22
24,2018,1,7546,山东,b4be3a4917289c82
25,2018,2,9221,山东,b4be3a4917289c82
26,2018,3,8722,山东,b4be3a4917289c82
27,2018,4,8807,山东,b4be3a4917289c82
24,2018,1,5990,山东,bb9fbec9a2833839
25,2018,2,6686,山东,bb9fbec9a2833839
26,2018,3,6212,山东,bb9fbec9a2833839
27,2018,4,6270,山东,bb9fbec9a2833839
24,2018,1,3958,山东,c06a2a387c0ee510
25,2018,2,4332,山东,c06a2a387c0ee510
26,2018,3,4384,山东,c06a2a387c0ee510
27,2018,4,4501,山东,c06a2a387c0ee510
24,2018,1,1461,山东,c6833cb891626c17
25,2018,2,1705,山东,c6833cb891626c17
26,2018,3,1423,山东,c6833cb891626c17
27,2018,4,1398,山东,c6833cb891626c17
24,2018,1,482,山东,c6cd4e0e073f5ac2
25,2018,2,663,山东,c6cd4e0e073f5ac2
26,2018,3,687,山东,c6cd4e0e073f5ac2
27,2018,4,599,山东,c6cd4e0e073f5ac2
24,2018,1,4298,山东,cc21c7e91a3b5a0c
25,2018,2,5456,山东,cc21c7e91a3b5a0c
26,2018,3,4706,山东,cc21c7e91a3b5a0c
27,2018,4,4734,山东,cc21c7e91a3b5a0c
24,2018,1,2012,山东,cd5841d44fd7625e
25,2018,2,2350,山东,cd5841d44fd7625e
26,2018,3,2493,山东,cd5841d44fd7625e
27,2018,4,2485,山东,cd5841d44fd7625e
24,2018,1,1654,山东,d0f245b8781e3631
25,2018,2,1486,山东,d0f245b8781e3631
26,2018,3,1829,山东,d0f245b8781e3631
27,2018,4,1696,山东,d0f245b8781e3631
24,2018,1,16474,山东,d4efbebb087fd03f
25,2018,2,17631,山东,d4efbebb087fd03f
26,2018,3,27584,山东,d4efbebb087fd03f
27,2018,4,28399,山东,d4efbebb087fd03f
24,2018,1,9086,山东,da457d15788fe8ee
25,2018,2,9969,山东,da457d15788fe8ee
26,2018,3,8992,山东,da457d15788fe8ee
27,2018,4,9064,山东,da457d15788fe8ee
24,2018,1,1166,山东,dff803b4024d261d
25,2018,2,1270,山东,dff803b4024d261d
26,2018,3,1596,山东,dff803b4024d261d
27,2018,4,1646,山东,dff803b4024d261d
24,2018,1,3472,山东,ea489c253676aafc
25,2018,2,3994,山东,ea489c253676aafc
26,2018,3,3993,山东,ea489c253676aafc
27,2018,4,4012,山东,ea489c253676aafc
24,2018,1,10931,山东,ef76a85c4b39f693
25,2018,2,12670,山东,ef76a85c4b39f693
26,2018,3,10832,山东,ef76a85c4b39f693
27,2018,4,10791,山东,ef76a85c4b39f693
24,2018,1,3068,山东,f270f6a489c6a9d7
25,2018,2,3242,山东,f270f6a489c6a9d7
26,2018,3,3462,山东,f270f6a489c6a9d7
27,2018,4,3485,山东,f270f6a489c6a9d7
24,2018,1,5158,山东,f5d69960089c3614
25,2018,2,5391,山东,f5d69960089c3614
26,2018,3,5227,山东,f5d69960089c3614
27,2018,4,5289,山东,f5d69960089c3614
24,2018,1,4448,山东,f8a6975573af1b33
25,2018,2,5319,山东,f8a6975573af1b33
26,2018,3,3298,山东,f8a6975573af1b33
27,2018,4,3361,山东,f8a6975573af1b33
24,2018,1,2226,山东,fc32b1a017b34efe
25,2018,2,2787,山东,fc32b1a017b34efe
26,2018,3,2035,山东,fc32b1a017b34efe
27,2018,4,1905,山东,fc32b1a017b34efe
24,2018,1,3747,山东,fde95ea242abd896
25,2018,2,4408,山东,fde95ea242abd896
26,2018,3,2987,山东,fde95ea242abd896
27,2018,4,2905,山东,fde95ea242abd896
24,2018,1,9797,山东,feabbf46658382b9
25,2018,2,11832,山东,feabbf46658382b9
26,2018,3,8181,山东,feabbf46658382b9
27,2018,4,8175,山东,feabbf46658382b9
24,2018,1,324,山西,02aab221aabc03b9
25,2018,2,632,山西,02aab221aabc03b9
26,2018,3,217,山西,02aab221aabc03b9
27,2018,4,219,山西,02aab221aabc03b9
24,2018,1,253,山西,04e66e578f653ab9
25,2018,2,265,山西,04e66e578f653ab9
26,2018,3,317,山西,04e66e578f653ab9
27,2018,4,307,山西,04e66e578f653ab9
24,2018,1,429,山西,06880909932890ca
25,2018,2,537,山西,06880909932890ca
26,2018,3,441,山西,06880909932890ca
27,2018,4,427,山西,06880909932890ca
24,2018,1,712,山西,0797526c057dcf5b
25,2018,2,834,山西,0797526c057dcf5b
26,2018,3,718,山西,0797526c057dcf5b
27,2018,4,729,山西,0797526c057dcf5b
24,2018,1,838,山西,12f8b7e14947c34d
25,2018,2,1095,山西,12f8b7e14947c34d
26,2018,3,1022,山西,12f8b7e14947c34d
27,2018,4,1029,山西,12f8b7e14947c34d
24,2018,1,1184,山西,17363f08d683d52b
25,2018,2,1463,山西,17363f08d683d52b
26,2018,3,852,山西,17363f08d683d52b
27,2018,4,786,山西,17363f08d683d52b
24,2018,1,4204,山西,17bc272c93f19d56
25,2018,2,5351,山西,17bc272c93f19d56
26,2018,3,3273,山西,17bc272c93f19d56
27,2018,4,3211,山西,17bc272c93f19d56
24,2018,1,1474,山西,212083a9246d2fd3
25,2018,2,2016,山西,212083a9246d2fd3
26,2018,3,1332,山西,212083a9246d2fd3
27,2018,4,1306,山西,212083a9246d2fd3
24,2018,1,468,山西,28e29f2c03dcd84c
25,2018,2,580,山西,28e29f2c03dcd84c
26,2018,3,625,山西,28e29f2c03dcd84c
27,2018,4,631,山西,28e29f2c03dcd84c
24,2018,1,3699,山西,2a2ab41f8f6ff1cb
25,2018,2,3952,山西,2a2ab41f8f6ff1cb
26,2018,3,3435,山西,2a2ab41f8f6ff1cb
27,2018,4,3567,山西,2a2ab41f8f6ff1cb
24,2018,1,594,山西,2d0d2c3403909fdb
25,2018,2,804,山西,2d0d2c3403909fdb
26,2018,3,579,山西,2d0d2c3403909fdb
27,2018,4,573,山西,2d0d2c3403909fdb
24,2018,1,261,山西,346393c2c6305fb1
25,2018,2,273,山西,346393c2c6305fb1
26,2018,3,287,山西,346393c2c6305fb1
27,2018,4,288,山西,346393c2c6305fb1
24,2018,1,1586,山西,37aa9169b575ef79
25,2018,2,2392,山西,37aa9169b575ef79
26,2018,3,1500,山西,37aa9169b575ef79
27,2018,4,1480,山西,37aa9169b575ef79
24,2018,1,873,山西,3c974920a76ac9c1
25,2018,2,1079,山西,3c974920a76ac9c1
26,2018,3,611,山西,3c974920a76ac9c1
27,2018,4,571,山西,3c974920a76ac9c1
24,2018,1,1588,山西,3d7554f1f56dd664
25,2018,2,1981,山西,3d7554f1f56dd664
26,2018,3,1639,山西,3d7554f1f56dd664
27,2018,4,1659,山西,3d7554f1f56dd664
24,2018,1,534,山西,3e21824be728cbec
25,2018,2,686,山西,3e21824be728cbec
26,2018,3,562,山西,3e21824be728cbec
27,2018,4,539,山西,3e21824be728cbec
24,2018,1,1601,山西,4a103c30d593fbbe
25,2018,2,2321,山西,4a103c30d593fbbe
26,2018,3,1618,山西,4a103c30d593fbbe
27,2018,4,1578,山西,4a103c30d593fbbe
24,2018,1,460,山西,4f79773e600518a6
25,2018,2,679,山西,4f79773e600518a6
26,2018,3,410,山西,4f79773e600518a6
27,2018,4,381,山西,4f79773e600518a6
24,2018,1,1239,山西,54fc07138d70374c
25,2018,2,1560,山西,54fc07138d70374c
26,2018,3,983,山西,54fc07138d70374c
27,2018,4,965,山西,54fc07138d70374c
24,2018,1,140,山西,5b1c11c3efed5312
25,2018,2,491,山西,5b1c11c3efed5312
26,2018,3,47,山西,5b1c11c3efed5312
27,2018,4,-2,山西,5b1c11c3efed5312
24,2018,1,600,山西,5d7fb682edd0f937
25,2018,2,752,山西,5d7fb682edd0f937
26,2018,3,709,山西,5d7fb682edd0f937
27,2018,4,731,山西,5d7fb682edd0f937
24,2018,1,3038,山西,6155b214590c66e6
25,2018,2,4042,山西,6155b214590c66e6
26,2018,3,3418,山西,6155b214590c66e6
27,2018,4,3415,山西,6155b214590c66e6
24,2018,1,274,山西,61e73e32ad101892
25,2018,2,343,山西,61e73e32ad101892
26,2018,3,310,山西,61e73e32ad101892
27,2018,4,314,山西,61e73e32ad101892
24,2018,1,2104,山西,63065128401bb3ff
25,2018,2,2515,山西,63065128401bb3ff
26,2018,3,2207,山西,63065128401bb3ff
27,2018,4,2253,山西,63065128401bb3ff
24,2018,1,888,山西,6858d6dfe680bdf7
25,2018,2,1351,山西,6858d6dfe680bdf7
26,2018,3,683,山西,6858d6dfe680bdf7
27,2018,4,665,山西,6858d6dfe680bdf7
24,2018,1,713,山西,7023efdab9cedc03
25,2018,2,781,山西,7023efdab9cedc03
26,2018,3,754,山西,7023efdab9cedc03
27,2018,4,752,山西,7023efdab9cedc03
24,2018,1,2409,山西,7245e0ee27b195cd
25,2018,2,2595,山西,7245e0ee27b195cd
26,2018,3,2855,山西,7245e0ee27b195cd
27,2018,4,2967,山西,7245e0ee27b195cd
24,2018,1,5089,山西,79de4e4b24c35b04
25,2018,2,6580,山西,79de4e4b24c35b04
26,2018,3,3767,山西,79de4e4b24c35b04
27,2018,4,3742,山西,79de4e4b24c35b04
24,2018,1,317,山西,7a7885e2d7c00bcf
25,2018,2,516,山西,7a7885e2d7c00bcf
26,2018,3,488,山西,7a7885e2d7c00bcf
27,2018,4,485,山西,7a7885e2d7c00bcf
24,2018,1,216,山西,7aab7fca2470987e
25,2018,2,246,山西,7aab7fca2470987e
26,2018,3,246,山西,7aab7fca2470987e
27,2018,4,243,山西,7aab7fca2470987e
24,2018,1,1666,山西,7cf283430b3b5e38
25,2018,2,1991,山西,7cf283430b3b5e38
26,2018,3,2021,山西,7cf283430b3b5e38
27,2018,4,2028,山西,7cf283430b3b5e38
24,2018,1,1453,山西,8c915fe4632fb9fa
25,2018,2,1795,山西,8c915fe4632fb9fa
26,2018,3,1545,山西,8c915fe4632fb9fa
27,2018,4,1558,山西,8c915fe4632fb9fa
24,2018,1,79,山西,936168bd4850913d
25,2018,2,294,山西,936168bd4850913d
26,2018,3,35,山西,936168bd4850913d
27,2018,4,29,山西,936168bd4850913d
24,2018,1,1251,山西,97f15de12cfabbd5
25,2018,2,1604,山西,97f15de12cfabbd5
26,2018,3,1334,山西,97f15de12cfabbd5
27,2018,4,1348,山西,97f15de12cfabbd5
24,2018,1,226,山西,9c1c7ee8ebdda299
25,2018,2,458,山西,9c1c7ee8ebdda299
26,2018,3,323,山西,9c1c7ee8ebdda299
27,2018,4,296,山西,9c1c7ee8ebdda299
24,2018,1,819,山西,a207df29ec9583f0
25,2018,2,958,山西,a207df29ec9583f0
26,2018,3,1006,山西,a207df29ec9583f0
27,2018,4,1023,山西,a207df29ec9583f0
24,2018,1,389,山西,a28bb927b6fcb33c
25,2018,2,422,山西,a28bb927b6fcb33c
26,2018,3,401,山西,a28bb927b6fcb33c
27,2018,4,391,山西,a28bb927b6fcb33c
24,2018,1,120,山西,a432c483b5beb856
25,2018,2,158,山西,a432c483b5beb856
26,2018,3,130,山西,a432c483b5beb856
27,2018,4,126,山西,a432c483b5beb856
24,2018,1,379,山西,a9a43d1a7ecbe75d
25,2018,2,398,山西,a9a43d1a7ecbe75d
26,2018,3,601,山西,a9a43d1a7ecbe75d
27,2018,4,636,山西,a9a43d1a7ecbe75d
24,2018,1,1665,山西,af6f4f548684e14d
25,2018,2,1957,山西,af6f4f548684e14d
26,2018,3,1459,山西,af6f4f548684e14d
27,2018,4,1459,山西,af6f4f548684e14d
