id,province,adcode,model,regYear,regMonth,forecastVolum
1398,江西,360000,2d0d2c3403909fdb,2018,2,97
1399,河北,130000,2d0d2c3403909fdb,2018,2,359
1400,河南,410000,2d0d2c3403909fdb,2018,2,260
1401,浙江,330000,2d0d2c3403909fdb,2018,2,347
1402,湖北,420000,2d0d2c3403909fdb,2018,2,233
1403,湖南,430000,2d0d2c3403909fdb,2018,2,183
1404,福建,350000,2d0d2c3403909fdb,2018,2,92
1405,辽宁,210000,2d0d2c3403909fdb,2018,2,416
1406,重庆,500000,2d0d2c3403909fdb,2018,2,132
1407,陕西,610000,2d0d2c3403909fdb,2018,2,243
1408,黑龙江,230000,2d0d2c3403909fdb,2018,2,163
1409,上海,310000,a28bb927b6fcb33c,2018,2,93
1410,云南,530000,a28bb927b6fcb33c,2018,2,247
1411,内蒙古,150000,a28bb927b6fcb33c,2018,2,123
1412,北京,110000,a28bb927b6fcb33c,2018,2,36
1413,四川,510000,a28bb927b6fcb33c,2018,2,288
1414,安徽,340000,a28bb927b6fcb33c,2018,2,188
1415,山东,370000,a28bb927b6fcb33c,2018,2,302
1416,山西,140000,a28bb927b6fcb33c,2018,2,131
1417,广东,440000,a28bb927b6fcb33c,2018,2,2793
1418,广西,450000,a28bb927b6fcb33c,2018,2,322
1419,江苏,320000,a28bb927b6fcb33c,2018,2,925
1420,江西,360000,a28bb927b6fcb33c,2018,2,246
1421,河北,130000,a28bb927b6fcb33c,2018,2,435
1422,河南,410000,a28bb927b6fcb33c,2018,2,467
1423,浙江,330000,a28bb927b6fcb33c,2018,2,1233
1424,湖北,420000,a28bb927b6fcb33c,2018,2,348
1425,湖南,430000,a28bb927b6fcb33c,2018,2,407
1426,福建,350000,a28bb927b6fcb33c,2018,2,499
1427,辽宁,210000,a28bb927b6fcb33c,2018,2,341
1428,重庆,500000,a28bb927b6fcb33c,2018,2,80
1429,陕西,610000,a28bb927b6fcb33c,2018,2,187
1430,黑龙江,230000,a28bb927b6fcb33c,2018,2,161
1431,上海,310000,17bc272c93f19d56,2018,2,186
1432,云南,530000,17bc272c93f19d56,2018,2,3138
1433,内蒙古,150000,17bc272c93f19d56,2018,2,583
1434,北京,110000,17bc272c93f19d56,2018,2,23
1435,四川,510000,17bc272c93f19d56,2018,2,1572
1436,安徽,340000,17bc272c93f19d56,2018,2,1798
1437,山东,370000,17bc272c93f19d56,2018,2,2969
1438,山西,140000,17bc272c93f19d56,2018,2,1552
1439,广东,440000,17bc272c93f19d56,2018,2,1797
1440,广西,450000,17bc272c93f19d56,2018,2,1402
1441,江苏,320000,17bc272c93f19d56,2018,2,2545
1442,江西,360000,17bc272c93f19d56,2018,2,689
1443,河北,130000,17bc272c93f19d56,2018,2,4095
1444,河南,410000,17bc272c93f19d56,2018,2,3268
1445,浙江,330000,17bc272c93f19d56,2018,2,1873
1446,湖北,420000,17bc272c93f19d56,2018,2,1137
1447,湖南,430000,17bc272c93f19d56,2018,2,1250
1448,福建,350000,17bc272c93f19d56,2018,2,616
1449,辽宁,210000,17bc272c93f19d56,2018,2,1109
1450,重庆,500000,17bc272c93f19d56,2018,2,276
1451,陕西,610000,17bc272c93f19d56,2018,2,1330
1452,黑龙江,230000,17bc272c93f19d56,2018,2,508
1453,上海,310000,2a2ab41f8f6ff1cb,2018,2,221
1454,云南,530000,2a2ab41f8f6ff1cb,2018,2,517
1455,内蒙古,150000,2a2ab41f8f6ff1cb,2018,2,371
1456,北京,110000,2a2ab41f8f6ff1cb,2018,2,21
1457,四川,510000,2a2ab41f8f6ff1cb,2018,2,844
1458,安徽,340000,2a2ab41f8f6ff1cb,2018,2,913
1459,山东,370000,2a2ab41f8f6ff1cb,2018,2,1477
1460,山西,140000,2a2ab41f8f6ff1cb,2018,2,515
1461,广东,440000,2a2ab41f8f6ff1cb,2018,2,3868
1462,广西,450000,2a2ab41f8f6ff1cb,2018,2,509
1463,江苏,320000,2a2ab41f8f6ff1cb,2018,2,1257
1464,江西,360000,2a2ab41f8f6ff1cb,2018,2,508
1465,河北,130000,2a2ab41f8f6ff1cb,2018,2,2158
1466,河南,410000,2a2ab41f8f6ff1cb,2018,2,2074
1467,浙江,330000,2a2ab41f8f6ff1cb,2018,2,877
1468,湖北,420000,2a2ab41f8f6ff1cb,2018,2,760
1469,湖南,430000,2a2ab41f8f6ff1cb,2018,2,1033
1470,福建,350000,2a2ab41f8f6ff1cb,2018,2,303
1471,辽宁,210000,2a2ab41f8f6ff1cb,2018,2,361
1472,重庆,500000,2a2ab41f8f6ff1cb,2018,2,383
1473,陕西,610000,2a2ab41f8f6ff1cb,2018,2,423
1474,黑龙江,230000,2a2ab41f8f6ff1cb,2018,2,393
1475,上海,310000,c06a2a387c0ee510,2018,2,1160
1476,云南,530000,c06a2a387c0ee510,2018,2,170
1477,内蒙古,150000,c06a2a387c0ee510,2018,2,153
1478,北京,110000,c06a2a387c0ee510,2018,2,1592
1479,四川,510000,c06a2a387c0ee510,2018,2,342
1480,安徽,340000,c06a2a387c0ee510,2018,2,343
1481,山东,370000,c06a2a387c0ee510,2018,2,1225
1482,山西,140000,c06a2a387c0ee510,2018,2,293
1483,广东,440000,c06a2a387c0ee510,2018,2,993
1484,广西,450000,c06a2a387c0ee510,2018,2,117
1485,江苏,320000,c06a2a387c0ee510,2018,2,1122
1486,江西,360000,c06a2a387c0ee510,2018,2,177
1487,河北,130000,c06a2a387c0ee510,2018,2,759
1488,河南,410000,c06a2a387c0ee510,2018,2,726
1489,浙江,330000,c06a2a387c0ee510,2018,2,900
1490,湖北,420000,c06a2a387c0ee510,2018,2,247
1491,湖南,430000,c06a2a387c0ee510,2018,2,169
1492,福建,350000,c06a2a387c0ee510,2018,2,215
1493,辽宁,210000,c06a2a387c0ee510,2018,2,348
1494,重庆,500000,c06a2a387c0ee510,2018,2,140
1495,陕西,610000,c06a2a387c0ee510,2018,2,340
1496,黑龙江,230000,c06a2a387c0ee510,2018,2,201
1497,上海,310000,7023efdab9cedc03,2018,2,135
1498,云南,530000,7023efdab9cedc03,2018,2,42
1499,内蒙古,150000,7023efdab9cedc03,2018,2,16
1500,北京,110000,7023efdab9cedc03,2018,2,39
1501,四川,510000,7023efdab9cedc03,2018,2,191
1502,安徽,340000,7023efdab9cedc03,2018,2,243
1503,山东,370000,7023efdab9cedc03,2018,2,129
1504,山西,140000,7023efdab9cedc03,2018,2,38
1505,广东,440000,7023efdab9cedc03,2018,2,182
1506,广西,450000,7023efdab9cedc03,2018,2,59
1507,江苏,320000,7023efdab9cedc03,2018,2,597
1508,江西,360000,7023efdab9cedc03,2018,2,142
1509,河北,130000,7023efdab9cedc03,2018,2,110
1510,河南,410000,7023efdab9cedc03,2018,2,159
1511,浙江,330000,7023efdab9cedc03,2018,2,259
1512,湖北,420000,7023efdab9cedc03,2018,2,144
1513,湖南,430000,7023efdab9cedc03,2018,2,123
1514,福建,350000,7023efdab9cedc03,2018,2,74
1515,辽宁,210000,7023efdab9cedc03,2018,2,23
1516,重庆,500000,7023efdab9cedc03,2018,2,61
1517,陕西,610000,7023efdab9cedc03,2018,2,64
1518,黑龙江,230000,7023efdab9cedc03,2018,2,20
1519,上海,310000,af6f4f548684e14d,2018,2,670
1520,云南,530000,af6f4f548684e14d,2018,2,277
1521,内蒙古,150000,af6f4f548684e14d,2018,2,211
1522,北京,110000,af6f4f548684e14d,2018,2,382
1523,四川,510000,af6f4f548684e14d,2018,2,747
1524,安徽,340000,af6f4f548684e14d,2018,2,662
1525,山东,370000,af6f4f548684e14d,2018,2,579
1526,山西,140000,af6f4f548684e14d,2018,2,320
1527,广东,440000,af6f4f548684e14d,2018,2,652
1528,广西,450000,af6f4f548684e14d,2018,2,239
1529,江苏,320000,af6f4f548684e14d,2018,2,1155
1530,江西,360000,af6f4f548684e14d,2018,2,676
1531,河北,130000,af6f4f548684e14d,2018,2,523
1532,河南,410000,af6f4f548684e14d,2018,2,830
1533,浙江,330000,af6f4f548684e14d,2018,2,728
1534,湖北,420000,af6f4f548684e14d,2018,2,748
1535,湖南,430000,af6f4f548684e14d,2018,2,662
1536,福建,350000,af6f4f548684e14d,2018,2,317
1537,辽宁,210000,af6f4f548684e14d,2018,2,235
1538,重庆,500000,af6f4f548684e14d,2018,2,329
1539,陕西,610000,af6f4f548684e14d,2018,2,258
1540,黑龙江,230000,af6f4f548684e14d,2018,2,115
1541,上海,310000,7cf283430b3b5e38,2018,2,622
1542,云南,530000,7cf283430b3b5e38,2018,2,320
1543,内蒙古,150000,7cf283430b3b5e38,2018,2,288
1544,北京,110000,7cf283430b3b5e38,2018,2,66
1545,四川,510000,7cf283430b3b5e38,2018,2,1097
1546,安徽,340000,7cf283430b3b5e38,2018,2,1498
1547,山东,370000,7cf283430b3b5e38,2018,2,2349
1548,山西,140000,7cf283430b3b5e38,2018,2,666
1549,广东,440000,7cf283430b3b5e38,2018,2,1013
1550,广西,450000,7cf283430b3b5e38,2018,2,640
1551,江苏,320000,7cf283430b3b5e38,2018,2,3004
1552,江西,360000,7cf283430b3b5e38,2018,2,1338
1553,河北,130000,7cf283430b3b5e38,2018,2,1510
1554,河南,410000,7cf283430b3b5e38,2018,2,2338
1555,浙江,330000,7cf283430b3b5e38,2018,2,1546
1556,湖北,420000,7cf283430b3b5e38,2018,2,954
1557,湖南,430000,7cf283430b3b5e38,2018,2,960
1558,福建,350000,7cf283430b3b5e38,2018,2,808
1559,辽宁,210000,7cf283430b3b5e38,2018,2,321
1560,重庆,500000,7cf283430b3b5e38,2018,2,363
1561,陕西,610000,7cf283430b3b5e38,2018,2,588
1562,黑龙江,230000,7cf283430b3b5e38,2018,2,149
1563,上海,310000,d4efbebb087fd03f,2018,2,45
1564,云南,530000,d4efbebb087fd03f,2018,2,337
1565,内蒙古,150000,d4efbebb087fd03f,2018,2,186
1566,北京,110000,d4efbebb087fd03f,2018,2,240
1567,四川,510000,d4efbebb087fd03f,2018,2,1108
1568,安徽,340000,d4efbebb087fd03f,2018,2,633
1569,山东,370000,d4efbebb087fd03f,2018,2,1473
1570,山西,140000,d4efbebb087fd03f,2018,2,640
1571,广东,440000,d4efbebb087fd03f,2018,2,966
1572,广西,450000,d4efbebb087fd03f,2018,2,583
1573,江苏,320000,d4efbebb087fd03f,2018,2,878
1574,江西,360000,d4efbebb087fd03f,2018,2,517
1575,河北,130000,d4efbebb087fd03f,2018,2,1194
1576,河南,410000,d4efbebb087fd03f,2018,2,1551
1577,浙江,330000,d4efbebb087fd03f,2018,2,1637
1578,湖北,420000,d4efbebb087fd03f,2018,2,657
1579,湖南,430000,d4efbebb087fd03f,2018,2,460
1580,福建,350000,d4efbebb087fd03f,2018,2,564
1581,辽宁,210000,d4efbebb087fd03f,2018,2,207
1582,重庆,500000,d4efbebb087fd03f,2018,2,483
1583,陕西,610000,d4efbebb087fd03f,2018,2,1080
1584,黑龙江,230000,d4efbebb087fd03f,2018,2,139
1585,上海,310000,7245e0ee27b195cd,2018,2,50
1586,云南,530000,7245e0ee27b195cd,2018,2,384
1587,内蒙古,150000,7245e0ee27b195cd,2018,2,265
1588,北京,110000,7245e0ee27b195cd,2018,2,36
1589,四川,510000,7245e0ee27b195cd,2018,2,701
1590,安徽,340000,7245e0ee27b195cd,2018,2,478
1591,山东,370000,7245e0ee27b195cd,2018,2,977
1592,山西,140000,7245e0ee27b195cd,2018,2,755
1593,广东,440000,7245e0ee27b195cd,2018,2,870
1594,广西,450000,7245e0ee27b195cd,2018,2,453
1595,江苏,320000,7245e0ee27b195cd,2018,2,612
1596,江西,360000,7245e0ee27b195cd,2018,2,377
1597,河北,130000,7245e0ee27b195cd,2018,2,1437
1598,河南,410000,7245e0ee27b195cd,2018,2,1106
1599,浙江,330000,7245e0ee27b195cd,2018,2,559
1600,湖北,420000,7245e0ee27b195cd,2018,2,421
1601,湖南,430000,7245e0ee27b195cd,2018,2,423
1602,福建,350000,7245e0ee27b195cd,2018,2,258
1603,辽宁,210000,7245e0ee27b195cd,2018,2,380
1604,重庆,500000,7245e0ee27b195cd,2018,2,281
1605,陕西,610000,7245e0ee27b195cd,2018,2,730
1606,黑龙江,230000,7245e0ee27b195cd,2018,2,258
1607,上海,310000,8c915fe4632fb9fa,2018,2,79
1608,云南,530000,8c915fe4632fb9fa,2018,2,854
1609,内蒙古,150000,8c915fe4632fb9fa,2018,2,495
1610,北京,110000,8c915fe4632fb9fa,2018,2,45
1611,四川,510000,8c915fe4632fb9fa,2018,2,1459
1612,安徽,340000,8c915fe4632fb9fa,2018,2,963
1613,山东,370000,8c915fe4632fb9fa,2018,2,1931
1614,山西,140000,8c915fe4632fb9fa,2018,2,756
1615,广东,440000,8c915fe4632fb9fa,2018,2,706
1616,广西,450000,8c915fe4632fb9fa,2018,2,532
1617,江苏,320000,8c915fe4632fb9fa,2018,2,1366
1618,江西,360000,8c915fe4632fb9fa,2018,2,583
1619,河北,130000,8c915fe4632fb9fa,2018,2,1972
1620,河南,410000,8c915fe4632fb9fa,2018,2,1710
1621,浙江,330000,8c915fe4632fb9fa,2018,2,675
1622,湖北,420000,8c915fe4632fb9fa,2018,2,733
1623,湖南,430000,8c915fe4632fb9fa,2018,2,661
1624,福建,350000,8c915fe4632fb9fa,2018,2,498
1625,辽宁,210000,8c915fe4632fb9fa,2018,2,333
1626,重庆,500000,8c915fe4632fb9fa,2018,2,378
1627,陕西,610000,8c915fe4632fb9fa,2018,2,663
1628,黑龙江,230000,8c915fe4632fb9fa,2018,2,585
1629,上海,310000,6155b214590c66e6,2018,2,154
1630,云南,530000,6155b214590c66e6,2018,2,931
1631,内蒙古,150000,6155b214590c66e6,2018,2,746
1632,北京,110000,6155b214590c66e6,2018,2,146
1633,四川,510000,6155b214590c66e6,2018,2,1518
1634,安徽,340000,6155b214590c66e6,2018,2,1268
1635,山东,370000,6155b214590c66e6,2018,2,2478
1636,山西,140000,6155b214590c66e6,2018,2,703
1637,广东,440000,6155b214590c66e6,2018,2,1491
1638,广西,450000,6155b214590c66e6,2018,2,633
1639,江苏,320000,6155b214590c66e6,2018,2,2290
1640,江西,360000,6155b214590c66e6,2018,2,711
1641,河北,130000,6155b214590c66e6,2018,2,2118
1642,河南,410000,6155b214590c66e6,2018,2,2668
1643,浙江,330000,6155b214590c66e6,2018,2,1481
1644,湖北,420000,6155b214590c66e6,2018,2,872
1645,湖南,430000,6155b214590c66e6,2018,2,1224
1646,福建,350000,6155b214590c66e6,2018,2,600
1647,辽宁,210000,6155b214590c66e6,2018,2,804
1648,重庆,500000,6155b214590c66e6,2018,2,549
1649,陕西,610000,6155b214590c66e6,2018,2,654
1650,黑龙江,230000,6155b214590c66e6,2018,2,608
1651,上海,310000,28e29f2c03dcd84c,2018,2,426
1652,云南,530000,28e29f2c03dcd84c,2018,2,397
1653,内蒙古,150000,28e29f2c03dcd84c,2018,2,385
1654,北京,110000,28e29f2c03dcd84c,2018,2,843
1655,四川,510000,28e29f2c03dcd84c,2018,2,614
1656,安徽,340000,28e29f2c03dcd84c,2018,2,591
1657,山东,370000,28e29f2c03dcd84c,2018,2,998
1658,山西,140000,28e29f2c03dcd84c,2018,2,543
1659,广东,440000,28e29f2c03dcd84c,2018,2,383
1660,广西,450000,28e29f2c03dcd84c,2018,2,95
1661,江苏,320000,28e29f2c03dcd84c,2018,2,1198
1662,江西,360000,28e29f2c03dcd84c,2018,2,166
1663,河北,130000,28e29f2c03dcd84c,2018,2,1252
1664,河南,410000,28e29f2c03dcd84c,2018,2,771
1665,浙江,330000,28e29f2c03dcd84c,2018,2,493
1666,湖北,420000,28e29f2c03dcd84c,2018,2,197
1667,湖南,430000,28e29f2c03dcd84c,2018,2,334
1668,福建,350000,28e29f2c03dcd84c,2018,2,140
1669,辽宁,210000,28e29f2c03dcd84c,2018,2,165
1670,重庆,500000,28e29f2c03dcd84c,2018,2,251
1671,陕西,610000,28e29f2c03dcd84c,2018,2,469
1672,黑龙江,230000,28e29f2c03dcd84c,2018,2,57
1673,上海,310000,37aa9169b575ef79,2018,2,73
1674,云南,530000,37aa9169b575ef79,2018,2,910
1675,内蒙古,150000,37aa9169b575ef79,2018,2,586
1676,北京,110000,37aa9169b575ef79,2018,2,18
1677,四川,510000,37aa9169b575ef79,2018,2,2178
1678,安徽,340000,37aa9169b575ef79,2018,2,270
1679,山东,370000,37aa9169b575ef79,2018,2,1854
1680,山西,140000,37aa9169b575ef79,2018,2,673
1681,广东,440000,37aa9169b575ef79,2018,2,1636
1682,广西,450000,37aa9169b575ef79,2018,2,401
1683,江苏,320000,37aa9169b575ef79,2018,2,662
1684,江西,360000,37aa9169b575ef79,2018,2,235
1685,河北,130000,37aa9169b575ef79,2018,2,2163
1686,河南,410000,37aa9169b575ef79,2018,2,1191
1687,浙江,330000,37aa9169b575ef79,2018,2,454
1688,湖北,420000,37aa9169b575ef79,2018,2,203
1689,湖南,430000,37aa9169b575ef79,2018,2,472
1690,福建,350000,37aa9169b575ef79,2018,2,289
1691,辽宁,210000,37aa9169b575ef79,2018,2,891
1692,重庆,500000,37aa9169b575ef79,2018,2,99
1693,陕西,610000,37aa9169b575ef79,2018,2,474
1694,黑龙江,230000,37aa9169b575ef79,2018,2,1359
1695,上海,310000,63065128401bb3ff,2018,2,1087
1696,云南,530000,63065128401bb3ff,2018,2,1013
1697,内蒙古,150000,63065128401bb3ff,2018,2,425
1698,北京,110000,63065128401bb3ff,2018,2,153
1699,四川,510000,63065128401bb3ff,2018,2,1506
1700,安徽,340000,63065128401bb3ff,2018,2,1242
1701,山东,370000,63065128401bb3ff,2018,2,1774
1702,山西,140000,63065128401bb3ff,2018,2,890
1703,广东,440000,63065128401bb3ff,2018,2,511
1704,广西,450000,63065128401bb3ff,2018,2,304
1705,江苏,320000,63065128401bb3ff,2018,2,2539
1706,江西,360000,63065128401bb3ff,2018,2,723
1707,河北,130000,63065128401bb3ff,2018,2,2565
1708,河南,410000,63065128401bb3ff,2018,2,2670
1709,浙江,330000,63065128401bb3ff,2018,2,1030
1710,湖北,420000,63065128401bb3ff,2018,2,571
1711,湖南,430000,63065128401bb3ff,2018,2,995
1712,福建,350000,63065128401bb3ff,2018,2,641
1713,辽宁,210000,63065128401bb3ff,2018,2,372
1714,重庆,500000,63065128401bb3ff,2018,2,545
1715,陕西,610000,63065128401bb3ff,2018,2,856
1716,黑龙江,230000,63065128401bb3ff,2018,2,211
1717,上海,310000,ea489c253676aafc,2018,2,208
1718,云南,530000,ea489c253676aafc,2018,2,515
1719,内蒙古,150000,ea489c253676aafc,2018,2,580
1720,北京,110000,ea489c253676aafc,2018,2,65
1721,四川,510000,ea489c253676aafc,2018,2,860
1722,安徽,340000,ea489c253676aafc,2018,2,665
1723,山东,370000,ea489c253676aafc,2018,2,2413
1724,山西,140000,ea489c253676aafc,2018,2,1045
1725,广东,440000,ea489c253676aafc,2018,2,487
1726,广西,450000,ea489c253676aafc,2018,2,168
1727,江苏,320000,ea489c253676aafc,2018,2,1246
1728,江西,360000,ea489c253676aafc,2018,2,221
1729,河北,130000,ea489c253676aafc,2018,2,2875
1730,河南,410000,ea489c253676aafc,2018,2,1400
1731,浙江,330000,ea489c253676aafc,2018,2,316
1732,湖北,420000,ea489c253676aafc,2018,2,83
1733,湖南,430000,ea489c253676aafc,2018,2,51
1734,福建,350000,ea489c253676aafc,2018,2,214
1735,辽宁,210000,ea489c253676aafc,2018,2,742
1736,重庆,500000,ea489c253676aafc,2018,2,158
1737,陕西,610000,ea489c253676aafc,2018,2,673
1738,黑龙江,230000,ea489c253676aafc,2018,2,560
1739,上海,310000,cd5841d44fd7625e,2018,2,242
1740,云南,530000,cd5841d44fd7625e,2018,2,339
1741,内蒙古,150000,cd5841d44fd7625e,2018,2,460
1742,北京,110000,cd5841d44fd7625e,2018,2,886
1743,四川,510000,cd5841d44fd7625e,2018,2,821
1744,安徽,340000,cd5841d44fd7625e,2018,2,493
1745,山东,370000,cd5841d44fd7625e,2018,2,1387
1746,山西,140000,cd5841d44fd7625e,2018,2,413
1747,广东,440000,cd5841d44fd7625e,2018,2,689
1748,广西,450000,cd5841d44fd7625e,2018,2,210
1749,江苏,320000,cd5841d44fd7625e,2018,2,1093
1750,江西,360000,cd5841d44fd7625e,2018,2,240
1751,河北,130000,cd5841d44fd7625e,2018,2,1598
1752,河南,410000,cd5841d44fd7625e,2018,2,1370
1753,浙江,330000,cd5841d44fd7625e,2018,2,607
1754,湖北,420000,cd5841d44fd7625e,2018,2,426
1755,湖南,430000,cd5841d44fd7625e,2018,2,365
1756,福建,350000,cd5841d44fd7625e,2018,2,326
1757,辽宁,210000,cd5841d44fd7625e,2018,2,740
1758,重庆,500000,cd5841d44fd7625e,2018,2,307
1759,陕西,610000,cd5841d44fd7625e,2018,2,388
1760,黑龙江,230000,cd5841d44fd7625e,2018,2,872
1761,上海,310000,b25c4e2e3856af22,2018,2,121
1762,云南,530000,b25c4e2e3856af22,2018,2,165
1763,内蒙古,150000,b25c4e2e3856af22,2018,2,23
1764,北京,110000,b25c4e2e3856af22,2018,2,51
1765,四川,510000,b25c4e2e3856af22,2018,2,285
1766,安徽,340000,b25c4e2e3856af22,2018,2,207
1767,山东,370000,b25c4e2e3856af22,2018,2,372
1768,山西,140000,b25c4e2e3856af22,2018,2,27
1769,广东,440000,b25c4e2e3856af22,2018,2,202
1770,广西,450000,b25c4e2e3856af22,2018,2,56
1771,江苏,320000,b25c4e2e3856af22,2018,2,558
1772,江西,360000,b25c4e2e3856af22,2018,2,75
1773,河北,130000,b25c4e2e3856af22,2018,2,315
1774,河南,410000,b25c4e2e3856af22,2018,2,196
1775,浙江,330000,b25c4e2e3856af22,2018,2,313
1776,湖北,420000,b25c4e2e3856af22,2018,2,158
1777,湖南,430000,b25c4e2e3856af22,2018,2,186
1778,福建,350000,b25c4e2e3856af22,2018,2,79
1779,辽宁,210000,b25c4e2e3856af22,2018,2,122
1780,重庆,500000,b25c4e2e3856af22,2018,2,41
1781,陕西,610000,b25c4e2e3856af22,2018,2,107
1782,黑龙江,230000,b25c4e2e3856af22,2018,2,122
1783,上海,310000,4a103c30d593fbbe,2018,2,371
1784,云南,530000,4a103c30d593fbbe,2018,2,397
1785,内蒙古,150000,4a103c30d593fbbe,2018,2,370
1786,北京,110000,4a103c30d593fbbe,2018,2,31
1787,四川,510000,4a103c30d593fbbe,2018,2,1602
1788,安徽,340000,4a103c30d593fbbe,2018,2,1041
1789,山东,370000,4a103c30d593fbbe,2018,2,1367
1790,山西,140000,4a103c30d593fbbe,2018,2,383
1791,广东,440000,4a103c30d593fbbe,2018,2,733
1792,广西,450000,4a103c30d593fbbe,2018,2,264
1793,江苏,320000,4a103c30d593fbbe,2018,2,1995
1794,江西,360000,4a103c30d593fbbe,2018,2,441
1795,河北,130000,4a103c30d593fbbe,2018,2,2267
1796,河南,410000,4a103c30d593fbbe,2018,2,1788
1797,浙江,330000,4a103c30d593fbbe,2018,2,1430
1798,湖北,420000,4a103c30d593fbbe,2018,2,496
1799,湖南,430000,4a103c30d593fbbe,2018,2,515
1800,福建,350000,4a103c30d593fbbe,2018,2,464
1801,辽宁,210000,4a103c30d593fbbe,2018,2,586
1802,重庆,500000,4a103c30d593fbbe,2018,2,346
1803,陕西,610000,4a103c30d593fbbe,2018,2,412
1804,黑龙江,230000,4a103c30d593fbbe,2018,2,558
1805,上海,310000,7a7885e2d7c00bcf,2018,2,749
1806,云南,530000,7a7885e2d7c00bcf,2018,2,211
1807,内蒙古,150000,7a7885e2d7c00bcf,2018,2,196
1808,北京,110000,7a7885e2d7c00bcf,2018,2,467
1809,四川,510000,7a7885e2d7c00bcf,2018,2,603
1810,安徽,340000,7a7885e2d7c00bcf,2018,2,547
1811,山东,370000,7a7885e2d7c00bcf,2018,2,1355
1812,山西,140000,7a7885e2d7c00bcf,2018,2,215
1813,广东,440000,7a7885e2d7c00bcf,2018,2,458
1814,广西,450000,7a7885e2d7c00bcf,2018,2,116
1815,江苏,320000,7a7885e2d7c00bcf,2018,2,1906
1816,江西,360000,7a7885e2d7c00bcf,2018,2,211
1817,河北,130000,7a7885e2d7c00bcf,2018,2,1308
1818,河南,410000,7a7885e2d7c00bcf,2018,2,1008
1819,浙江,330000,7a7885e2d7c00bcf,2018,2,1614
1820,湖北,420000,7a7885e2d7c00bcf,2018,2,291
1821,湖南,430000,7a7885e2d7c00bcf,2018,2,308
1822,福建,350000,7a7885e2d7c00bcf,2018,2,245
1823,辽宁,210000,7a7885e2d7c00bcf,2018,2,185
1824,重庆,500000,7a7885e2d7c00bcf,2018,2,109
1825,陕西,610000,7a7885e2d7c00bcf,2018,2,283
1826,黑龙江,230000,7a7885e2d7c00bcf,2018,2,215
1827,上海,310000,346393c2c6305fb1,2018,2,22
1828,云南,530000,346393c2c6305fb1,2018,2,21
1829,内蒙古,150000,346393c2c6305fb1,2018,2,27
1830,北京,110000,346393c2c6305fb1,2018,2,75
1831,四川,510000,346393c2c6305fb1,2018,2,7
1832,安徽,340000,346393c2c6305fb1,2018,2,10
1833,山东,370000,346393c2c6305fb1,2018,2,161
1834,山西,140000,346393c2c6305fb1,2018,2,192
1835,广东,440000,346393c2c6305fb1,2018,2,22
1836,广西,450000,346393c2c6305fb1,2018,2,36
1837,江苏,320000,346393c2c6305fb1,2018,2,3
1838,江西,360000,346393c2c6305fb1,2018,2,25
1839,河北,130000,346393c2c6305fb1,2018,2,368
1840,河南,410000,346393c2c6305fb1,2018,2,82
1841,浙江,330000,346393c2c6305fb1,2018,2,18
1842,湖北,420000,346393c2c6305fb1,2018,2,4
1843,湖南,430000,346393c2c6305fb1,2018,2,49
1844,福建,350000,346393c2c6305fb1,2018,2,4
1845,辽宁,210000,346393c2c6305fb1,2018,2,22
1846,重庆,500000,346393c2c6305fb1,2018,2,34
1847,陕西,610000,346393c2c6305fb1,2018,2,28
1848,黑龙江,230000,346393c2c6305fb1,2018,2,45
1849,上海,310000,02aab221aabc03b9,2018,2,629
1850,云南,530000,02aab221aabc03b9,2018,2,172
1851,内蒙古,150000,02aab221aabc03b9,2018,2,72
1852,北京,110000,02aab221aabc03b9,2018,2,551
1853,四川,510000,02aab221aabc03b9,2018,2,492
1854,安徽,340000,02aab221aabc03b9,2018,2,287
1855,山东,370000,02aab221aabc03b9,2018,2,433
1856,山西,140000,02aab221aabc03b9,2018,2,118
1857,广东,440000,02aab221aabc03b9,2018,2,1027
1858,广西,450000,02aab221aabc03b9,2018,2,131
1859,江苏,320000,02aab221aabc03b9,2018,2,1159
1860,江西,360000,02aab221aabc03b9,2018,2,198
1861,河北,130000,02aab221aabc03b9,2018,2,309
1862,河南,410000,02aab221aabc03b9,2018,2,234
1863,浙江,330000,02aab221aabc03b9,2018,2,1161
1864,湖北,420000,02aab221aabc03b9,2018,2,292
1865,湖南,430000,02aab221aabc03b9,2018,2,242
1866,福建,350000,02aab221aabc03b9,2018,2,320
1867,辽宁,210000,02aab221aabc03b9,2018,2,237
1868,重庆,500000,02aab221aabc03b9,2018,2,221
1869,陕西,610000,02aab221aabc03b9,2018,2,157
1870,黑龙江,230000,02aab221aabc03b9,2018,2,93
1871,上海,310000,5d7fb682edd0f937,2018,2,190
1872,云南,530000,5d7fb682edd0f937,2018,2,127
1873,内蒙古,150000,5d7fb682edd0f937,2018,2,71
1874,北京,110000,5d7fb682edd0f937,2018,2,150
1875,四川,510000,5d7fb682edd0f937,2018,2,177
1876,安徽,340000,5d7fb682edd0f937,2018,2,153
1877,山东,370000,5d7fb682edd0f937,2018,2,190
1878,山西,140000,5d7fb682edd0f937,2018,2,71
1879,广东,440000,5d7fb682edd0f937,2018,2,374
1880,广西,450000,5d7fb682edd0f937,2018,2,71
1881,江苏,320000,5d7fb682edd0f937,2018,2,513
1882,江西,360000,5d7fb682edd0f937,2018,2,93
